opt, p1, p2, p3, p4
1, 0.720001, 1, 0.850488, 0.993077
2, 0.720067, 1, 0.855735, 0.495729
3, 0.719988, 1, 0.32582, 0.991382
4, 0.719763, 1, 0.355864, 0.489075
