opt, p1, p2, p3, p4
1, 1, 0.880002, 0.99609, 0.626894
2, 1, 0.880002, 0.996297, 0.620552
3, 1, 0.879904, 0.482598, 0.933082
4, 1, 0.880072, 0.499516, 0.430531
