opt, p1, p2, p3, p4
1, 0.220001, 1, 0.604934, 0.990529
2, 0.219943, 1, 0.602509, 0.491874
3, 0.220001, 1, 0.0998067, 0.990174
4, 0.219995, 1, 0.103436, 0.483885
