opt, p1, p2, p3, p4
1, 0.740179, 0.0799819, 0.86732, 0.537879
2, 0.739992, 0.0800014, 0.86279, 0.0378485
3, 0.739529, 0.0800416, 0.367067, 0.535128
4, 0.739991, 0.0799957, 0.372418, 0.0355732
