opt, p1, p2, p3, p4
1, 0.759828, 0.159973, 0.877132, 0.579716
2, 0.760009, 0.159998, 0.877009, 0.0782755
3, 0.760418, 0.160078, 0.376594, 0.575685
4, 0.75988, 0.160008, 0.378546, 0.0751458
