opt, p1, p2, p3, p4
1, 0.220065, 0.639955, 0.599102, 0.811853
2, 0.220003, 0.640222, 0.604357, 0.311971
3, 0.21998, 0.639985, 0.102196, 0.811504
4, 0.219976, 0.640038, 0.103397, 0.309944
