opt, p1, p2, p3, p4
1, 0.41993, 0.0200088, 0.706994, 0.507929
2, 0.420001, 0.0200002, 0.712391, 0.0066066
3, 0.419934, 0.0200042, 0.207212, 0.506438
4, 0.419998, 0.02, 0.217691, 0.00554893
