opt, p1, p2, p3, p4
1, 0.840007, 0.840007, 0.91452, 0.913609
2, 0.839913, 0.839913, 0.915665, 0.416785
3, 0.839909, 0.839909, 0.411804, 0.911743
4, 0.839858, 0.839858, 0.416021, 0.410584
