opt, p1, p2, p3, p4
1, 0.179932, 0.139969, 0.583291, 0.563965
2, 0.180022, 0.140012, 0.585101, 0.065102
3, 0.180002, 0.140012, 0.0848372, 0.564291
4, 0.179995, 0.140002, 0.085997, 0.0633653
