opt, p1, p2, p3, p4
1, 0.220061, 0.5, 0.603808, 0.743254
2, 0.220085, 0.5, 0.601663, 0.243509
3, 0.219977, 0.5, 0.103462, 0.74273
4, 0.219978, 0.5, 0.104916, 0.240781
