opt, p1, p2, p3, p4
1, 0.779972, 0.720013, 0.884649, 0.85625
2, 0.780035, 0.719985, 0.88704, 0.356427
3, 0.780026, 0.719913, 0.384724, 0.853118
4, 0.780043, 0.720056, 0.386111, 0.350743
