opt, p1, p2, p3, p4
1, 0.480294, 0.100048, 0.735879, 0.546509
2, 0.479986, 0.100004, 0.734559, 0.0462226
3, 0.480277, 0.100043, 0.236271, 0.544031
4, 0.479987, 0.100004, 0.235773, 0.0447946
