opt, p1, p2, p3, p4
1, 0.09999, 0.899981, 0.543673, 0.944123
2, 0.100069, 0.899266, 0.545073, 0.444841
3, 0.0999991, 0.900008, 0.0440977, 0.944083
4, 0.0999939, 0.899935, 0.045125, 0.436807
