opt, p1, p2, p3, p4
1, 0.939957, 0.359988, 0.967392, 0.675231
2, 0.939971, 0.35999, 0.968439, 0.180903
3, 0.940494, 0.359959, 0.466767, 0.675196
4, 0.939843, 0.360077, 0.46887, 0.17433
