NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,1,2005,23/08/2005,Algae,75.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,1,2005,23/08/2005,Hard Coral,11.25
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,1,2005,23/08/2005,Other,11.25
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,1,2005,23/08/2005,Soft Coral,1.75
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,1,2005,23/08/2005,Algae,76.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,1,2005,23/08/2005,Hard Coral,13.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,1,2005,23/08/2005,Other,7.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,1,2005,23/08/2005,Soft Coral,1.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,2,2006,24/08/2006,Algae,78.83
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,2,2006,24/08/2006,Hard Coral,14.18
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,2,2006,24/08/2006,Other,4.37
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,2,2006,24/08/2006,Soft Coral,2.62
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,2,2006,24/08/2006,Algae,71.7
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,2,2006,24/08/2006,Hard Coral,17.15
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,2,2006,24/08/2006,Other,8.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,2,2006,24/08/2006,Soft Coral,2.76
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,3,2007,3/07/2007,Algae,66.85
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,3,2007,3/07/2007,Hard Coral,17.76
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,3,2007,3/07/2007,Other,13.39
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,3,2007,3/07/2007,Soft Coral,2
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,3,2007,3/07/2007,Algae,73.85
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,3,2007,3/07/2007,Hard Coral,16.14
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,3,2007,3/07/2007,Other,5
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,3,2007,3/07/2007,Soft Coral,5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,5,2009,19/06/2009,Algae,66.38
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,5,2009,19/06/2009,Hard Coral,20.5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,5,2009,19/06/2009,Other,10.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,5,2009,19/06/2009,Soft Coral,2.25
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,5,2009,20/06/2009,Algae,69.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,5,2009,20/06/2009,Hard Coral,17.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,5,2009,20/06/2009,Other,9
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,5,2009,20/06/2009,Soft Coral,3.5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,7,2011,17/08/2011,Algae,65.13
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,7,2011,17/08/2011,Hard Coral,14.13
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,7,2011,17/08/2011,Other,17.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,7,2011,17/08/2011,Soft Coral,2.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,7,2011,17/08/2011,Algae,62.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,7,2011,17/08/2011,Hard Coral,16.25
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,7,2011,17/08/2011,Other,17.25
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,7,2011,17/08/2011,Soft Coral,3.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,9,2013,24/06/2013,Algae,56.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,9,2013,24/06/2013,Hard Coral,29.13
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,9,2013,24/06/2013,Other,13.25
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,9,2013,24/06/2013,Soft Coral,0.75
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,9,2013,24/06/2013,Algae,56.75
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,9,2013,24/06/2013,Hard Coral,28.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,9,2013,24/06/2013,Other,9.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,9,2013,24/06/2013,Soft Coral,5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,11,2015,17/06/2015,Algae,36
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,11,2015,17/06/2015,Hard Coral,57.38
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,11,2015,17/06/2015,Other,4.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,11,2015,17/06/2015,Soft Coral,1.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,11,2015,17/06/2015,Algae,37.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,11,2015,17/06/2015,Hard Coral,48.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,11,2015,17/06/2015,Other,8.25
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,11,2015,17/06/2015,Soft Coral,5.5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,12,2016,7/06/2016,Algae,42.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,12,2016,7/06/2016,Hard Coral,47
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,12,2016,7/06/2016,Other,8.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,12,2016,7/06/2016,Soft Coral,1.75
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,12,2016,8/06/2016,Algae,32.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,12,2016,8/06/2016,Hard Coral,58.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,12,2016,8/06/2016,Other,5
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,12,2016,8/06/2016,Soft Coral,3.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,13,2017,9/05/2017,Algae,68.13
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,13,2017,9/05/2017,Hard Coral,23.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,13,2017,9/05/2017,Other,7.25
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,13,2017,9/05/2017,Soft Coral,1
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,13,2017,9/05/2017,Algae,43.13
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,13,2017,9/05/2017,Hard Coral,48.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,13,2017,9/05/2017,Other,3.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,13,2017,9/05/2017,Soft Coral,4.13
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,14,2018,10/05/2018,Algae,69.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,14,2018,10/05/2018,Hard Coral,19.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,14,2018,10/05/2018,Other,8.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,14,2018,10/05/2018,Soft Coral,1.88
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,14,2018,10/05/2018,Algae,42.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,14,2018,10/05/2018,Hard Coral,43.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,14,2018,10/05/2018,Other,7.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,14,2018,10/05/2018,Soft Coral,6.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,15,2019,8/05/2019,Algae,69.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,15,2019,8/05/2019,Hard Coral,20.5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,15,2019,8/05/2019,Other,7.63
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,15,2019,8/05/2019,Soft Coral,2
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,15,2019,8/05/2019,Algae,52.81
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,15,2019,8/05/2019,Hard Coral,36.3
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,15,2019,8/05/2019,Other,7.39
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,15,2019,8/05/2019,Soft Coral,3.5
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,16,2020,4/04/2020,Algae,74.88
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,16,2020,4/04/2020,Hard Coral,17
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,16,2020,4/04/2020,Other,6.75
Burdekin,Burdekin,Havannah,2,1,-18.847217,146.542833,IN,16,2020,4/04/2020,Soft Coral,1.38
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,16,2020,4/04/2020,Algae,59.63
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,16,2020,4/04/2020,Hard Coral,28.75
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,16,2020,4/04/2020,Other,7.25
Burdekin,Burdekin,Havannah,2,2,-18.846367,146.540683,IN,16,2020,4/04/2020,Soft Coral,4.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,1,2005,23/08/2005,Algae,79.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,1,2005,23/08/2005,Hard Coral,11.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,1,2005,23/08/2005,Other,2.5
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,1,2005,23/08/2005,Soft Coral,6.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,1,2005,23/08/2005,Algae,85
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,1,2005,23/08/2005,Hard Coral,9.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,1,2005,23/08/2005,Other,2.13
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,1,2005,23/08/2005,Soft Coral,3
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,2,2006,24/08/2006,Algae,80.54
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,2,2006,24/08/2006,Hard Coral,9.16
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,2,2006,24/08/2006,Other,3.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,2,2006,24/08/2006,Soft Coral,7.05
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,2,2006,24/08/2006,Algae,87.37
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,2,2006,24/08/2006,Hard Coral,10.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,2,2006,24/08/2006,Other,0.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,2,2006,24/08/2006,Soft Coral,1.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,3,2007,3/07/2007,Algae,76
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,3,2007,3/07/2007,Hard Coral,12.5
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,3,2007,3/07/2007,Other,4.13
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,3,2007,3/07/2007,Soft Coral,7.38
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,3,2007,3/07/2007,Algae,83.83
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,3,2007,3/07/2007,Hard Coral,12.29
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,3,2007,3/07/2007,Other,1.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,3,2007,3/07/2007,Soft Coral,2.13
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,5,2009,19/06/2009,Algae,76.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,5,2009,19/06/2009,Hard Coral,12.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,5,2009,19/06/2009,Other,3.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,5,2009,19/06/2009,Soft Coral,6.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,5,2009,20/06/2009,Algae,83
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,5,2009,20/06/2009,Hard Coral,13.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,5,2009,20/06/2009,Other,0.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,5,2009,20/06/2009,Soft Coral,2.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,7,2011,25/06/2011,Algae,77.63
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,7,2011,25/06/2011,Hard Coral,10.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,7,2011,25/06/2011,Other,6.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,7,2011,25/06/2011,Soft Coral,5.63
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,7,2011,25/06/2011,Algae,85.38
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,7,2011,25/06/2011,Hard Coral,8.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,7,2011,25/06/2011,Other,3.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,7,2011,25/06/2011,Soft Coral,2.63
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,9,2013,24/06/2013,Algae,71.13
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,9,2013,24/06/2013,Hard Coral,14.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,9,2013,24/06/2013,Other,5
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,9,2013,24/06/2013,Soft Coral,9.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,9,2013,24/06/2013,Algae,79.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,9,2013,24/06/2013,Hard Coral,13.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,9,2013,24/06/2013,Other,5.13
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,9,2013,24/06/2013,Soft Coral,1.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,11,2015,17/06/2015,Algae,61.63
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,11,2015,17/06/2015,Hard Coral,21.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,11,2015,17/06/2015,Other,7.13
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,11,2015,17/06/2015,Soft Coral,9.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,11,2015,17/06/2015,Algae,66.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,11,2015,17/06/2015,Hard Coral,22.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,11,2015,17/06/2015,Other,7.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,11,2015,17/06/2015,Soft Coral,3.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,12,2016,7/06/2016,Algae,50
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,12,2016,7/06/2016,Hard Coral,33.13
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,12,2016,7/06/2016,Other,8.5
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,12,2016,7/06/2016,Soft Coral,8.38
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,12,2016,8/06/2016,Algae,68.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,12,2016,8/06/2016,Hard Coral,24.63
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,12,2016,8/06/2016,Other,5.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,12,2016,8/06/2016,Soft Coral,1.63
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,13,2017,9/05/2017,Algae,52.5
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,13,2017,9/05/2017,Hard Coral,33.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,13,2017,9/05/2017,Other,3.63
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,13,2017,9/05/2017,Soft Coral,10.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,13,2017,9/05/2017,Algae,69.63
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,13,2017,9/05/2017,Hard Coral,22.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,13,2017,9/05/2017,Other,3.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,13,2017,9/05/2017,Soft Coral,3.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,14,2018,10/05/2018,Algae,54.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,14,2018,10/05/2018,Hard Coral,25.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,14,2018,10/05/2018,Other,6.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,14,2018,10/05/2018,Soft Coral,13.5
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,14,2018,10/05/2018,Algae,64
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,14,2018,10/05/2018,Hard Coral,26.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,14,2018,10/05/2018,Other,5.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,14,2018,10/05/2018,Soft Coral,3.88
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,15,2019,8/05/2019,Algae,47.75
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,15,2019,8/05/2019,Hard Coral,33.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,15,2019,8/05/2019,Other,6.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,15,2019,8/05/2019,Soft Coral,12.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,15,2019,8/05/2019,Algae,63
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,15,2019,8/05/2019,Hard Coral,28.25
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,15,2019,8/05/2019,Other,4.38
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,15,2019,8/05/2019,Soft Coral,4.38
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,16,2020,4/04/2020,Algae,55.25
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,16,2020,4/04/2020,Hard Coral,30
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,16,2020,4/04/2020,Other,4
Burdekin,Burdekin,Havannah,5,1,-18.84755,146.5427,IN,16,2020,4/04/2020,Soft Coral,10.75
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,16,2020,4/04/2020,Algae,58.88
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,16,2020,4/04/2020,Hard Coral,31.38
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,16,2020,4/04/2020,Other,8
Burdekin,Burdekin,Havannah,5,2,-18.846683,146.540583,IN,16,2020,4/04/2020,Soft Coral,1.75
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,1,2005,20/05/2005,Algae,62.5
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,1,2005,20/05/2005,Hard Coral,30.75
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,1,2005,20/05/2005,Other,6.63
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,1,2005,20/05/2005,Soft Coral,0.13
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,1,2005,20/05/2005,Algae,81.63
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,1,2005,20/05/2005,Hard Coral,9.75
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,1,2005,20/05/2005,Other,8.25
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,1,2005,20/05/2005,Soft Coral,0.38
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,2,2006,23/08/2006,Algae,59.38
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,2,2006,23/08/2006,Hard Coral,33.5
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,2,2006,23/08/2006,Other,7.13
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,2,2006,23/08/2006,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,2,2006,23/08/2006,Algae,77.42
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,2,2006,23/08/2006,Hard Coral,16.56
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,2,2006,23/08/2006,Other,5.27
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,2,2006,23/08/2006,Soft Coral,0.75
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,4,2008,16/09/2008,Algae,45.13
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,4,2008,16/09/2008,Hard Coral,50.5
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,4,2008,16/09/2008,Other,4.25
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,4,2008,16/09/2008,Soft Coral,0.13
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,4,2008,16/09/2008,Algae,69.75
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,4,2008,16/09/2008,Hard Coral,24.25
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,4,2008,16/09/2008,Other,5.88
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,4,2008,16/09/2008,Soft Coral,0.13
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,6,2010,15/07/2010,Algae,55.75
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,6,2010,15/07/2010,Hard Coral,33.63
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,6,2010,15/07/2010,Other,10.63
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,6,2010,15/07/2010,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,6,2010,15/07/2010,Algae,63.75
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,6,2010,15/07/2010,Hard Coral,18.63
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,6,2010,15/07/2010,Other,17.63
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,6,2010,15/07/2010,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,8,2012,22/06/2012,Algae,87.63
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,8,2012,22/06/2012,Hard Coral,6.13
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,8,2012,22/06/2012,Other,6.25
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,8,2012,22/06/2012,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,8,2012,22/06/2012,Algae,89.13
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,8,2012,22/06/2012,Hard Coral,2.63
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,8,2012,22/06/2012,Other,8.25
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,8,2012,22/06/2012,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,10,2014,25/05/2014,Algae,72.63
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,10,2014,25/05/2014,Hard Coral,10.75
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,10,2014,25/05/2014,Other,15.88
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,10,2014,25/05/2014,Soft Coral,0.75
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,10,2014,25/05/2014,Algae,72.88
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,10,2014,25/05/2014,Hard Coral,6.13
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,10,2014,25/05/2014,Other,21
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,10,2014,25/05/2014,Soft Coral,0
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,12,2016,10/05/2016,Algae,57.38
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,12,2016,10/05/2016,Hard Coral,25
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,12,2016,10/05/2016,Other,17.25
Burdekin,Burdekin,Lady Elliot,2,1,-18.67985,146.332467,IN,12,2016,10/05/2016,Soft Coral,0.38
Burdekin,Burdekin,Lady Elliot,2,2,-18.681833,146.331767,IN,12,2016,10/05/2016,Algae,58.63
