2-Feb,44,0.6,0.2
1-Jan,12,0.6,0.3
1-Feb,23,0.6,0.3
2-Jan,32,0.6,0.3
2-Feb,54,0.6,0.3
1-Jan,9,0.6,0.4
1-Feb,24,0.6,0.4
2-Jan,25,0.6,0.4
2-Feb,63,0.6,0.4
1-Jan,9,0.6,0.5
1-Feb,24,0.6,0.5
2-Jan,24,0.6,0.5
2-Feb,64,0.6,0.5
1-Jan,6,0.6,0.6
1-Feb,27,0.6,0.6
2-Jan,16,0.6,0.6
2-Feb,72,0.6,0.6
1-Jan,6,0.6,0.7
1-Feb,27,0.6,0.7
2-Jan,16,0.6,0.7
2-Feb,72,0.6,0.7
1-Jan,3,0.6,0.8
1-Feb,30,0.6,0.8
2-Jan,9,0.6,0.8
2-Feb,79,0.6,0.8
1-Jan,3,0.6,0.9
1-Feb,30,0.6,0.9
2-Jan,8,0.6,0.9
2-Feb,80,0.6,0.9
1-Jan,29,0.7,0.1
1-Feb,4,0.7,0.1
2-Jan,72,0.7,0.1
2-Feb,16,0.7,0.1
1-Jan,15,0.7,0.2
1-Feb,18,0.7,0.2
2-Jan,42,0.7,0.2
2-Feb,46,0.7,0.2
1-Jan,8,0.7,0.3
1-Feb,17,0.7,0.3
2-Jan,36,0.7,0.3
2-Feb,60,0.7,0.3
1-Jan,8,0.7,0.4
1-Feb,16,0.7,0.4
2-Jan,33,0.7,0.4
2-Feb,64,0.7,0.4
1-Jan,6,0.7,0.5
1-Feb,16,0.7,0.5
2-Jan,27,0.7,0.5
2-Feb,72,0.7,0.5
1-Jan,4,0.7,0.6
1-Feb,18,0.7,0.6
2-Jan,18,0.7,0.6
2-Feb,81,0.7,0.6
1-Jan,4,0.7,0.7
1-Feb,18,0.7,0.7
2-Jan,18,0.7,0.7
2-Feb,81,0.7,0.7
1-Jan,2,0.7,0.8
1-Feb,20,0.7,0.8
2-Jan,9,0.7,0.8
2-Feb,90,0.7,0.8
1-Jan,2,0.7,0.9
1-Feb,20,0.7,0.9
2-Jan,9,0.7,0.9
2-Feb,90,0.7,0.9
1-Jan,18,0.8,0.1
1-Feb,4,0.8,0.1
2-Jan,81,0.8,0.1
2-Feb,18,0.8,0.1
1-Jan,12,0.8,0.2
1-Feb,10,0.8,0.2
2-Jan,52,0.8,0.2
2-Feb,47,0.8,0.2
1-Jan,8,0.8,0.3
1-Feb,14,0.8,0.3
2-Jan,36,0.8,0.3
2-Feb,63,0.8,0.3
1-Jan,8,0.8,0.4
1-Feb,14,0.8,0.4
2-Jan,34,0.8,0.4
2-Feb,65,0.8,0.4
1-Jan,3,0.8,0.5
