"belief_benef_low","belief_benef_high","max_invest","value_AM_infty"
0.66,0.44,35,6.8510472288
0.66,0.46,36,6.8651905344
0.66,0.48,36,6.8793752208
0.66,0.5,36,6.8930841
0.66,0.52,36,6.9078300256
0.66,0.54,36,6.9223717328
0.66,0.56,36,6.9367890112
0.66,0.58,37,6.9514726832
0.66,0.6,37,6.9660446
0.66,0.62,37,6.9804716504
0.66,0.64,37,6.9949268128
0.66,0.66,37,7.009346364
0.66,0.68,37,7.0240946688
0.66,0.7,37,7.038532244
0.66,0.72,38,7.0531151232
0.66,0.74,38,7.0678159288
0.66,0.76,38,7.0826777136
0.66,0.78,38,7.0972486024
0.66,0.8,38,7.112287216
0.66,0.82,38,7.1272368752
0.66,0.84,38,7.1418255936
0.66,0.86,38,7.1566668008
0.66,0.88,39,7.1715164064
0.66,0.9,39,7.186598836
0.66,0.92,39,7.201519032
0.66,0.94,39,7.2159332152
0.66,0.96,39,7.2307163024
0.66,0.98,39,7.2454638072
0.66,1,39,7.257245
0.68,0,33,6.63912888
0.68,0.02,33,6.642054184
0.68,0.04,33,6.6429890784
0.68,0.06,33,6.6434884832
0.68,0.08,33,6.6453306528
0.68,0.1,33,6.655025936
0.68,0.12,33,6.6652381696
0.68,0.14,33,6.6750834128
0.68,0.16,33,6.6857030944
0.68,0.18,34,6.698420704
0.68,0.2,34,6.71209928
0.68,0.22,34,6.7251185024
0.68,0.24,34,6.7381154976
0.68,0.26,34,6.7513597696
0.68,0.28,34,6.7643966336
0.68,0.3,35,6.777571432
0.68,0.32,35,6.791631152
0.68,0.34,35,6.806046584
0.68,0.36,35,6.8199263488
0.68,0.38,35,6.83440792
0.68,0.4,35,6.848539344
0.68,0.42,36,6.8630819168
0.68,0.44,36,6.8771709472
0.68,0.46,36,6.8914712208
0.68,0.48,36,6.9057652512
0.68,0.5,36,6.91962632
0.68,0.52,36,6.9342784352
0.68,0.54,37,6.9490222368
0.68,0.56,37,6.963566784
0.68,0.58,37,6.9781909648
0.68,0.6,37,6.992916528
0.68,0.62,37,7.0075558848
0.68,0.64,37,7.0222685216
0.68,0.66,37,7.036941312
0.68,0.68,37,7.05187328
0.68,0.7,38,7.066215928
0.68,0.72,38,7.0810057696
0.68,0.74,38,7.095807536
0.68,0.76,38,7.1105529952
0.68,0.78,38,7.1254004224
0.68,0.8,38,7.140399664
0.68,0.82,38,7.15532396
0.68,0.84,39,7.1704918432
0.68,0.86,39,7.1853751952
0.68,0.88,39,7.2002919104
0.68,0.9,39,7.21524104
0.68,0.92,39,7.2302643424
0.68,0.94,39,7.2451979088
0.68,0.96,39,7.2600298848
0.68,0.98,39,7.2747187344
0.68,1,39,7.28690536
0.7,0,33,6.6624128
0.7,0.02,33,6.666363092
0.7,0.04,33,6.667598224
0.7,0.06,33,6.668403096
0.7,0.08,33,6.6700256
0.7,0.1,33,6.67999624
0.7,0.12,33,6.690163568
0.7,0.14,34,6.700035416
0.7,0.16,34,6.710816288
0.7,0.18,34,6.723630748
0.7,0.2,34,6.73717164
0.7,0.22,34,6.750424336
0.7,0.24,34,6.763457552
0.7,0.26,35,6.776831876
0.7,0.28,35,6.79006012
0.7,0.3,35,6.80334796
0.7,0.32,35,6.817272104
0.7,0.34,35,6.831607036
0.7,0.36,35,6.846011328
0.7,0.38,36,6.860657828
0.7,0.4,36,6.87493276
0.7,0.42,36,6.888906024
0.7,0.44,36,6.903419336
0.7,0.46,36,6.917743776
0.7,0.48,36,6.93197476
0.7,0.5,36,6.9464157
0.7,0.52,37,6.960968712
0.7,0.54,37,6.976025484
0.7,0.56,37,6.990344072
0.7,0.58,37,7.005428668
0.7,0.6,37,7.0201976
0.7,0.62,37,7.03499546
0.7,0.64,37,7.049658144
0.7,0.66,38,7.064556572
0.7,0.68,38,7.079365064
0.7,0.7,38,7.0938822
0.7,0.72,38,7.10872392
0.7,0.74,38,7.123626484
0.7,0.76,38,7.138570248
0.7,0.78,38,7.153519528
0.7,0.8,39,7.16886496
0.7,0.82,39,7.183814348
0.7,0.84,39,7.199060744
0.7,0.86,39,7.214008376
0.7,0.88,39,7.229055496
0.7,0.9,39,7.24412238
0.7,0.92,39,7.259318216
0.7,0.94,39,7.274419612
0.7,0.96,39,7.289464272
0.7,0.98,40,7.303859648
0.7,1,40,7.3150892
0.72,0,33,6.68839752
0.72,0.02,33,6.6914327664
0.72,0.04,33,6.6929148384
0.72,0.06,33,6.6933077296
0.72,0.08,34,6.6953453248
0.72,0.1,34,6.705398792
0.72,0.12,34,6.715345872
0.72,0.14,34,6.7256232624
0.72,0.16,34,6.7366544448
0.72,0.18,34,6.7491948912
0.72,0.2,34,6.762858384
0.72,0.22,35,6.776433808
0.72,0.24,35,6.7894802304
0.72,0.26,35,6.802746216
0.72,0.28,35,6.8160273984
0.72,0.3,35,6.829394312
0.72,0.32,35,6.8430122272
0.72,0.34,36,6.857639072
0.72,0.36,36,6.8726135808
0.72,0.38,36,6.8867264032
0.72,0.4,36,6.9014644
0.72,0.42,36,6.9154432656
0.72,0.44,36,6.9297772
0.72,0.46,36,6.9444744912
0.72,0.48,37,6.959172608
0.72,0.5,37,6.97357752
0.72,0.52,37,6.987930304
0.72,0.54,37,7.0026159408
0.72,0.56,37,7.0177586048
0.72,0.58,37,7.0328256128
0.72,0.6,37,7.047404048
0.72,0.62,38,7.062372528
0.72,0.64,38,7.077277232
0.72,0.66,38,7.0920096656
0.72,0.68,38,7.10685144
0.72,0.7,38,7.121743168
0.72,0.72,38,7.136885152
0.72,0.74,38,7.1518870336
0.72,0.76,38,7.167108624
0.72,0.78,39,7.1818667616
0.72,0.8,39,7.197252176
0.72,0.82,39,7.2124428752
0.72,0.84,39,7.2277194176
0.72,0.86,39,7.2427332944
0.72,0.88,39,7.2579285504
0.72,0.9,39,7.273275136
0.72,0.92,39,7.2886066368
0.72,0.94,40,7.3038573664
0.72,0.96,40,7.3189045536
0.72,0.98,40,7.3341316608
0.72,1,40,7.34623696
0.74,0,34,6.7129414
0.74,0.02,34,6.7165056368
0.74,0.04,34,6.717667096
0.74,0.06,34,6.7187438688
0.74,0.08,34,6.7205359872
0.74,0.1,34,6.730452124
0.74,0.12,34,6.7412632832
0.74,0.14,34,6.7512677704
0.74,0.16,34,6.7624418368
0.74,0.18,35,6.7753195664
0.74,0.2,35,6.788775736
0.74,0.22,35,6.8020474088
0.74,0.24,35,6.8155206784
0.74,0.26,35,6.8288150912
0.74,0.28,35,6.842317248
0.74,0.3,36,6.855724872
0.74,0.32,36,6.8699259696
0.74,0.34,36,6.8845966288
0.74,0.36,36,6.898963032
0.74,0.38,36,6.9135213128
0.74,0.4,36,6.927764664
0.74,0.42,36,6.9423983536
0.74,0.44,37,6.9570539968
0.74,0.46,37,6.971673956
0.74,0.48,37,6.9862140192
0.74,0.5,37,7.00056108
0.74,0.52,37,7.015523696
0.74,0.54,37,7.0303382864
0.74,0.56,37,7.0451855088
0.74,0.58,38,7.0603586976
0.74,0.6,38,7.075137912
0.74,0.62,38,7.090378176
0.74,0.64,38,7.1049240624
0.74,0.66,38,7.1201772904
0.74,0.68,38,7.1354254368
0.74,0.7,38,7.150141612
0.74,0.72,38,7.16511756
0.74,0.74,39,7.1801750104
0.74,0.76,39,7.195502016
0.74,0.78,39,7.2106618992
0.74,0.8,39,7.226185096
0.74,0.82,39,7.2414040072
0.74,0.84,39,7.2566153408
0.74,0.86,39,7.271700864
0.74,0.88,39,7.287178304
0.74,0.9,40,7.302421248
0.74,0.92,40,7.317779736
0.74,0.94,40,7.3330980792
0.74,0.96,40,7.3485454896
0.74,0.98,40,7.3632901664
0.74,1,40,7.3746596
0.76,0,34,6.73855648
0.76,0.02,34,6.7417968896
0.76,0.04,34,6.7434400864
0.76,0.06,34,6.7439334832
0.76,0.08,34,6.745617024
0.76,0.1,34,6.75613684
0.76,0.12,34,6.7663899424
0.76,0.14,35,6.7765606
0.76,0.16,35,6.7874299328
0.76,0.18,35,6.8006448368
0.76,0.2,35,6.81477904
0.76,0.22,35,6.8278195184
0.76,0.24,35,6.8416143648
0.76,0.26,35,6.85509144
0.76,0.28,36,6.8686365088
0.76,0.3,36,6.882132408
0.76,0.32,36,6.8965553152
0.76,0.34,36,6.910824688
0.76,0.36,36,6.9257912896
0.76,0.38,36,6.9403884544
0.76,0.4,37,6.954834048
0.76,0.42,37,6.9694617168
0.76,0.44,37,6.9842357376
0.76,0.46,37,6.998962336
0.76,0.48,37,7.013630912
0.76,0.5,37,7.0280806
0.76,0.52,37,7.0430423968
0.76,0.54,38,7.0583020416
0.76,0.56,38,7.0731865024
0.76,0.58,38,7.0884086928
0.76,0.6,38,7.103323264
0.76,0.62,38,7.118272976
0.76,0.64,38,7.1335562752
0.76,0.66,38,7.1485125136
0.76,0.68,38,7.1636323712
0.76,0.7,39,7.17874496
0.76,0.72,39,7.1936912576
0.76,0.74,39,7.2090601792
0.76,0.76,39,7.2244697984
0.76,0.78,39,7.2399743824
0.76,0.8,39,7.255382672
0.76,0.82,39,7.2709321776
0.76,0.84,39,7.2862132224
0.76,0.86,40,7.301476784
0.76,0.88,40,7.3170890912
0.76,0.9,40,7.332194752
0.76,0.92,40,7.3480276032
0.76,0.94,40,7.3632033488
0.76,0.96,40,7.3782571104
0.76,0.98,40,7.3933019728
0.76,1,40,7.40706744
0.78,0,34,6.76389988
0.78,0.02,34,6.7668851408
0.78,0.04,34,6.7685080816
0.78,0.06,34,6.7690847032
0.78,0.08,35,6.7710368768
0.78,0.1,35,6.781405916
0.78,0.12,35,6.791988104
0.78,0.14,35,6.8021246904
0.78,0.16,35,6.813113832
0.78,0.18,35,6.8265617472
0.78,0.2,35,6.84040252
0.78,0.22,35,6.8540360424
0.78,0.24,36,6.8674376112
0.78,0.26,36,6.8812102776
0.78,0.28,36,6.8947740992
0.78,0.3,36,6.908547448
0.78,0.32,36,6.9229026816
0.78,0.34,36,6.9376517296
0.78,0.36,37,6.9524856864
0.78,0.38,37,6.9672605696
0.78,0.4,37,6.981632632
0.78,0.42,37,6.9966646424
0.78,0.44,37,7.01161068
0.78,0.46,37,7.0260925552
0.78,0.48,37,7.0411105216
0.78,0.5,38,7.0554495
0.78,0.52,38,7.0705052688
0.78,0.54,38,7.0859195544
0.78,0.56,38,7.1013121472
0.78,0.58,38,7.116248204
0.78,0.6,38,7.131192536
0.78,0.62,38,7.1466593384
0.78,0.64,38,7.161942136
0.78,0.66,39,7.1768436136
0.78,0.68,39,7.192497856
0.78,0.7,39,7.20738418
0.78,0.72,39,7.2227214048
0.78,0.74,39,7.2381059624
0.78,0.76,39,7.2535154992
0.78,0.78,39,7.2689590048
0.78,0.8,39,7.285008776
0.78,0.82,40,7.30036732
0.78,0.84,40,7.3157358928
0.78,0.86,40,7.33130678
0.78,0.88,40,7.3469870224
0.78,0.9,40,7.362200432
0.78,0.92,40,7.3778858672
0.78,0.94,40,7.3934104936
0.78,0.96,40,7.4085948432
0.78,0.98,40,7.4240292672
0.78,1,40,7.43617588
0.8,0,35,6.788534
0.8,0.02,35,6.792170272
0.8,0.04,35,6.79379752
0.8,0.06,35,6.794440296
0.8,0.08,35,6.796571328
0.8,0.1,35,6.80711576
0.8,0.12,35,6.817523536
0.8,0.14,35,6.827815184
0.8,0.16,35,6.83893304
0.8,0.18,35,6.85201872
0.8,0.2,36,6.86662224
0.8,0.22,36,6.880168744
0.8,0.24,36,6.89394216
0.8,0.26,36,6.907138688
0.8,0.28,36,6.921035408
0.8,0.3,36,6.93474044
0.8,0.32,37,6.949026672
0.8,0.34,37,6.964803776
0.8,0.36,37,6.978903648
0.8,0.38,37,6.994165664
0.8,0.4,37,7.00909488
0.8,0.42,37,7.023756216
0.8,0.44,37,7.038644928
0.8,0.46,38,7.053275024
0.8,0.48,38,7.068694704
0.8,0.5,38,7.0831646
0.8,0.52,38,7.098326672
0.8,0.54,38,7.113773064
0.8,0.56,38,7.12895192
0.8,0.58,38,7.144117992
0.8,0.6,38,7.159662
0.8,0.62,39,7.174831992
0.8,0.64,39,7.19018616
0.8,0.66,39,7.205698208
0.8,0.68,39,7.220970752
0.8,0.7,39,7.2360442
0.8,0.72,39,7.251763248
0.8,0.74,39,7.266922272
0.8,0.76,39,7.282836048
0.8,0.78,40,7.298282664
0.8,0.8,40,7.31428824
0.8,0.82,40,7.32982284
0.8,0.84,40,7.345343744
0.8,0.86,40,7.360936528
0.8,0.88,40,7.376703584
0.8,0.9,40,7.39210112
0.8,0.92,40,7.408242368
0.8,0.94,40,7.423942504
0.8,0.96,40,7.4390412
0.8,0.98,41,7.454469328
0.8,1,41,7.4670868
0.82,0,35,6.81289636
0.82,0.02,35,6.8167889616
0.82,0.04,35,6.818744304
0.82,0.06,35,6.8196595024
0.82,0.08,35,6.821906608
0.82,0.1,35,6.832681228
0.82,0.12,35,6.8431067728
0.82,0.14,35,6.8535124784
0.82,0.16,36,6.8642719632
0.82,0.18,36,6.8782924664
0.82,0.2,36,6.892401656
0.82,0.22,36,6.9063250384
0.82,0.24,36,6.9197967936
0.82,0.26,36,6.9336978768
0.82,0.28,36,6.9474468208
0.82,0.3,37,6.961328576
0.82,0.32,37,6.9760699856
0.82,0.34,37,6.9913247536
0.82,0.36,37,7.0062079744
0.82,0.38,37,7.020945392
0.82,0.4,37,7.035966672
0.82,0.42,37,7.0511657664
0.82,0.44,38,7.0660278384
0.82,0.46,38,7.0807312112
0.82,0.48,38,7.096035304
0.82,0.5,38,7.11084322
0.82,0.52,38,7.1260827088
0.82,0.54,38,7.1416449712
0.82,0.56,38,7.1568799296
0.82,0.58,39,7.172143716
0.82,0.6,39,7.187784248
0.82,0.62,39,7.2029582048
0.82,0.64,39,7.21871176
0.82,0.66,39,7.2338511552
0.82,0.68,39,7.249790968
0.82,0.7,39,7.264998764
0.82,0.72,39,7.2805834752
0.82,0.74,39,7.2962704368
0.82,0.76,40,7.311855496
0.82,0.78,40,7.3274724536
0.82,0.8,40,7.343675216
0.82,0.82,40,7.359419064
0.82,0.84,40,7.374978816
0.82,0.86,40,7.3907383512
0.82,0.88,40,7.406396624
0.82,0.9,40,7.422233156
0.82,0.92,40,7.4380395808
0.82,0.94,41,7.4542866016
0.82,0.96,41,7.4693294912
0.82,0.98,41,7.4849594208
0.82,1,41,7.49777924
0.84,0,35,6.8386756
0.84,0.02,35,6.8422531056
0.84,0.04,35,6.8443471168
0.84,0.06,35,6.8450606528
0.84,0.08,35,6.8474729856
0.84,0.1,36,6.858350952
0.84,0.12,36,6.8690028448
0.84,0.14,36,6.879315896
0.84,0.16,36,6.8902858464
0.84,0.18,36,6.9043516896
0.84,0.2,36,6.918427376
0.84,0.22,36,6.9321955152
0.84,0.24,36,6.9461322496
0.84,0.26,37,6.9601178688
0.84,0.28,37,6.973885488
0.84,0.3,37,6.987727096
0.84,0.32,37,7.0022738784
0.84,0.34,37,7.0178601232
0.84,0.36,37,7.0329672864
0.84,0.38,37,7.0479239552
0.84,0.4,38,7.062803072
0.84,0.42,38,7.07819484
0.84,0.44,38,7.0931264416
0.84,0.46,38,7.1078998192
0.84,0.48,38,7.123244848
0.84,0.5,38,7.1383868
0.84,0.52,38,7.1536823488
0.84,0.54,39,7.1692744464
0.84,0.56,39,7.1845642912
0.84,0.58,39,7.200392592
0.84,0.6,39,7.215651904
0.84,0.62,39,7.2312345376
0.84,0.64,39,7.2470353216
0.84,0.66,39,7.2625259472
0.84,0.68,39,7.2784161888
0.84,0.7,39,7.293857288
0.84,0.72,40,7.3094808224
0.84,0.74,40,7.3254170576
0.84,0.76,40,7.3409183168
0.84,0.78,40,7.3570669984
0.84,0.8,40,7.373017872
0.84,0.82,40,7.3888827616
0.84,0.84,40,7.4047627936
0.84,0.86,40,7.420816224
0.84,0.88,40,7.4363743616
0.84,0.9,41,7.45226948
0.84,0.92,41,7.4684406496
0.84,0.94,41,7.4848591248
0.84,0.96,41,7.5000837504
0.84,0.98,41,7.5153516944
0.84,1,41,7.52956368
0.86,0,36,6.86461772
0.86,0.02,36,6.8689749024
0.86,0.04,36,6.8706122048
0.86,0.06,36,6.87087108
0.86,0.08,36,6.873287552
0.86,0.1,36,6.884567388
0.86,0.12,36,6.8948944384
0.86,0.14,36,6.9053382048
0.86,0.16,36,6.9164277776
0.86,0.18,36,6.9306878984
0.86,0.2,36,6.94528164
0.86,0.22,37,6.9589583408
0.86,0.24,37,6.972853824
0.86,0.26,37,6.9865472448
0.86,0.28,37,7.0007555648
0.86,0.3,37,7.014718708
0.86,0.32,37,7.0293785344
0.86,0.34,37,7.0447642936
0.86,0.36,38,7.0599819568
0.86,0.38,38,7.0749596336
0.86,0.4,38,7.090588632
0.86,0.42,38,7.1058232024
0.86,0.44,38,7.1209284432
0.86,0.46,38,7.1361484352
0.86,0.48,38,7.1514944224
0.86,0.5,38,7.1662509
0.86,0.52,39,7.1817714976
0.86,0.54,39,7.1973436016
0.86,0.56,39,7.2130026544
0.86,0.58,39,7.2287506616
0.86,0.6,39,7.244406872
0.86,0.62,39,7.2600060952
0.86,0.64,39,7.2758298752
0.86,0.66,39,7.2914188232
0.86,0.68,40,7.3073943856
0.86,0.7,40,7.323164764
0.86,0.72,40,7.33856072
0.86,0.74,40,7.3544997384
0.86,0.76,40,7.3704773392
0.86,0.78,40,7.3865312536
0.86,0.8,40,7.402465832
0.86,0.82,40,7.4184166848
0.86,0.84,40,7.4342829264
0.86,0.86,41,7.4505288432
0.86,0.88,41,7.4664378384
0.86,0.9,41,7.482745688
0.86,0.92,41,7.498999288
0.86,0.94,41,7.514884252
0.86,0.96,41,7.5309773024
0.86,0.98,41,7.546053952
0.86,1,41,7.5610614
0.88,0,36,6.88967072
0.88,0.02,36,6.8950030224
0.88,0.04,36,6.8965351008
0.88,0.06,36,6.8967507776
0.88,0.08,36,6.8994394368
0.88,0.1,36,6.910463592
0.88,0.12,36,6.9210434528
0.88,0.14,36,6.9317250816
0.88,0.16,36,6.9431387296
0.88,0.18,37,6.956989432
0.88,0.2,37,6.97135048
0.88,0.22,37,6.9856400944
0.88,0.24,37,6.99967064
0.88,0.26,37,7.0133658576
0.88,0.28,37,7.027437312
0.88,0.3,37,7.041523248
0.88,0.32,38,7.0569192544
0.88,0.34,38,7.0718825248
0.88,0.36,38,7.0878841632
0.88,0.38,38,7.1031716704
0.88,0.4,38,7.118178384
0.88,0.42,38,7.1334811888
0.88,0.44,38,7.1486516608
0.88,0.46,38,7.1640485904
0.88,0.48,39,7.1796713952
0.88,0.5,39,7.19445224
0.88,0.52,39,7.2102869824
0.88,0.54,39,7.2261064512
0.88,0.56,39,7.2415252128
0.88,0.58,39,7.257454184
0.88,0.6,39,7.273401856
0.88,0.62,39,7.2890576272
0.88,0.64,40,7.3049366656
0.88,0.66,40,7.3205697168
0.88,0.68,40,7.3365959936
0.88,0.7,40,7.352403624
0.88,0.72,40,7.3684543232
0.88,0.74,40,7.3843183648
0.88,0.76,40,7.4002835296
0.88,0.78,40,7.4163731648
0.88,0.8,40,7.432572272
0.88,0.82,41,7.4486040416
0.88,0.84,41,7.4647235136
0.88,0.86,41,7.480947408
0.88,0.88,41,7.4970156992
0.88,0.9,41,7.513470936
0.88,0.92,41,7.5290331168
0.88,0.94,41,7.5452209584
0.88,0.96,41,7.5615085024
0.88,0.98,41,7.5767673488
0.88,1,41,7.5923336
0.9,0,36,6.9151762
0.9,0.02,36,6.920258632
0.9,0.04,36,6.921975056
0.9,0.06,36,6.922601252
0.9,0.08,36,6.925338928
0.9,0.1,36,6.9365337
0.9,0.12,36,6.947305112
0.9,0.14,37,6.957940336
0.9,0.16,37,6.96915032
0.9,0.18,37,6.983251264
0.9,0.2,37,6.99803792
0.9,0.22,37,7.012244028
0.9,0.24,37,7.026440016
0.9,0.26,37,7.0401646
0.9,0.28,38,7.054477336
0.9,0.3,38,7.06872572
0.9,0.32,38,7.083821496
0.9,0.34,38,7.099397852
0.9,0.36,38,7.114865376
0.9,0.38,38,7.130645288
0.9,0.4,38,7.1456602
0.9,0.42,38,7.161280736
0.9,0.44,39,7.17643764
0.9,0.46,39,7.19202812
0.9,0.48,39,7.207384688
0.9,0.5,39,7.2226762
0.9,0.52,39,7.238309408
0.9,0.54,39,7.254507584
0.9,0.56,39,7.270474904
0.9,0.58,39,7.286057536
0.9,0.6,40,7.30224712
0.9,0.62,40,7.318170776
0.9,0.64,40,7.33392936
0.9,0.66,40,7.349959616
0.9,0.68,40,7.365985344
0.9,0.7,40,7.38205352
0.9,0.72,40,7.397910144
0.9,0.74,40,7.414112468
0.9,0.76,40,7.430225544
0.9,0.78,41,7.446613252
0.9,0.8,41,7.4623748
0.9,0.82,41,7.478801628
0.9,0.84,41,7.495032776
0.9,0.86,41,7.51108108
0.9,0.88,41,7.527545704
0.9,0.9,41,7.5438121
0.9,0.92,41,7.560524904
0.9,0.94,41,7.57676422
0.9,0.96,41,7.59309616
0.9,0.98,42,7.608518548
0.9,1,42,7.6211652
0.92,0,36,6.94189264
0.92,0.02,36,6.9464071968
0.92,0.04,36,6.9478654208
0.92,0.06,36,6.9485447824
0.92,0.08,37,6.9513220288
0.92,0.1,37,6.962859392
0.92,0.12,37,6.9734771232
0.92,0.14,37,6.9838847824
0.92,0.16,37,6.9952111232
0.92,0.18,37,7.0104260304
0.92,0.2,37,7.024733552
0.92,0.22,37,7.038933824
0.92,0.24,38,7.053107488
0.92,0.26,38,7.0673480176
0.92,0.28,38,7.0816875968
0.92,0.3,38,7.095749688
0.92,0.32,38,7.1109077984
0.92,0.34,38,7.1266392896
0.92,0.36,38,7.1422377984
0.92,0.38,38,7.1580302048
0.92,0.4,39,7.173820688
0.92,0.42,39,7.1890130736
0.92,0.44,39,7.2041708512
0.92,0.46,39,7.2197031952
0.92,0.48,39,7.2355586272
0.92,0.5,39,7.25094228
0.92,0.52,39,7.2668607616
0.92,0.54,39,7.283051952
0.92,0.56,40,7.2992785792
0.92,0.58,40,7.3148203312
0.92,0.6,40,7.331062048
0.92,0.62,40,7.3471894736
0.92,0.64,40,7.3632120192
0.92,0.66,40,7.3793051472
0.92,0.68,40,7.3954883168
0.92,0.7,40,7.411312528
0.92,0.72,40,7.427594928
0.92,0.74,41,7.4442493808
0.92,0.76,41,7.46033504
0.92,0.78,41,7.476589936
0.92,0.8,41,7.492324544
0.92,0.82,41,7.5087515856
0.92,0.84,41,7.5252047552
0.92,0.86,41,7.541932912
0.92,0.88,41,7.5582693728
0.92,0.9,41,7.57501136
0.92,0.92,41,7.590811312
0.92,0.94,42,7.6076005888
0.92,0.96,42,7.623577088
0.92,0.98,42,7.640371104
0.92,1,42,7.65404528
0.94,0,37,6.96822036
0.94,0.02,37,6.9727976136
0.94,0.04,37,6.9745780912
0.94,0.06,37,6.9747804688
0.94,0.08,37,6.9777067392
0.94,0.1,37,6.989419176
0.94,0.12,37,7.000185176
0.94,0.14,37,7.0109092208
0.94,0.16,37,7.0220776096
0.94,0.18,37,7.0370005376
0.94,0.2,37,7.05169616
0.94,0.22,38,7.0661296712
0.94,0.24,38,7.0802734
0.94,0.26,38,7.094582332
0.94,0.28,38,7.1088142992
0.94,0.3,38,7.123416156
0.94,0.32,38,7.138440288
0.94,0.34,38,7.1543840312
0.94,0.36,39,7.170000632
0.94,0.38,39,7.1859309896
0.94,0.4,39,7.201411608
0.94,0.42,39,7.2170995872
0.94,0.44,39,7.23244744
0.94,0.46,39,7.247854744
0.94,0.48,39,7.2639321584
0.94,0.5,39,7.2795983
0.94,0.52,39,7.295791952
0.94,0.54,40,7.3117070144
0.94,0.56,40,7.3278931088
0.94,0.58,40,7.3438053968
0.94,0.6,40,7.3605286
0.94,0.62,40,7.3762446168
0.94,0.64,40,7.3926622352
0.94,0.66,40,7.4087698152
0.94,0.68,40,7.425357216
0.94,0.7,41,7.441310592
0.94,0.72,41,7.4572607296
0.94,0.74,41,7.4738100552
0.94,0.76,41,7.490225944
0.94,0.78,41,7.5060520072
0.94,0.8,41,7.522830536
0.94,0.82,41,7.5395244736
0.94,0.84,41,7.556236744
0.94,0.86,41,7.5729893008
0.94,0.88,41,7.5891878928
0.94,0.9,42,7.605389232
0.94,0.92,42,7.622273944
0.94,0.94,42,7.6392609264
0.94,0.96,42,7.656098296
0.94,0.98,42,7.6708249632
0.94,1,42,7.68675608
0.96,0,37,6.99322152
0.96,0.02,37,6.9989766704
0.96,0.04,37,7.0011886496
0.96,0.06,37,7.001267336
0.96,0.08,37,7.0037855424
0.96,0.1,37,7.015868792
0.96,0.12,37,7.0269576736
0.96,0.14,37,7.0376815568
0.96,0.16,37,7.0490099872
0.96,0.18,38,7.0640608352
0.96,0.2,38,7.079135664
0.96,0.22,38,7.0932856272
0.96,0.24,38,7.1078039072
0.96,0.26,38,7.1220894256
0.96,0.28,38,7.1367013184
0.96,0.3,38,7.151200928
0.96,0.32,38,7.1664190528
0.96,0.34,39,7.1827223856
0.96,0.36,39,7.198265824
0.96,0.38,39,7.2140236592
0.96,0.4,39,7.229155824
0.96,0.42,39,7.2450770576
0.96,0.44,39,7.2609643616
0.96,0.46,39,7.2767301568
0.96,0.48,39,7.292180208
0.96,0.5,40,7.30822156
0.96,0.52,40,7.3242020928
0.96,0.54,40,7.3404930224
0.96,0.56,40,7.3571538848
0.96,0.58,40,7.3729717776
0.96,0.6,40,7.389688976
0.96,0.62,40,7.4057633104
0.96,0.64,40,7.4221191872
0.96,0.66,40,7.4385636592
0.96,0.68,41,7.4547239904
0.96,0.7,41,7.471378064
0.96,0.72,41,7.4876329248
0.96,0.74,41,7.5043531232
0.96,0.76,41,7.5207692096
0.96,0.78,41,7.537339264
0.96,0.8,41,7.55406256
0.96,0.82,41,7.5708451232
0.96,0.84,41,7.5873314528
0.96,0.86,42,7.6036531584
0.96,0.88,42,7.6199705056
0.96,0.9,42,7.63706492
0.96,0.92,42,7.6539841088
0.96,0.94,42,7.6710574432
0.96,0.96,42,7.6870230496
0.96,0.98,42,7.7036694256
0.96,1,42,7.71989024
0.98,0,37,7.019724
0.98,0.02,37,7.0267605088
0.98,0.04,37,7.0277711184
0.98,0.06,37,7.0277559352
0.98,0.08,37,7.0307212784
0.98,0.1,37,7.043033112
0.98,0.12,38,7.053924576
0.98,0.14,38,7.0645490192
0.98,0.16,38,7.0760200624
0.98,0.18,38,7.0911395624
0.98,0.2,38,7.106078392
0.98,0.22,38,7.1206986488
0.98,0.24,38,7.1352754608
0.98,0.26,38,7.1498071272
0.98,0.28,38,7.1642464384
0.98,0.3,39,7.17891418
0.98,0.32,39,7.1938119808
0.98,0.34,39,7.2104386944
0.98,0.36,39,7.2260676272
0.98,0.38,39,7.2424532008
0.98,0.4,39,7.257918664
0.98,0.42,39,7.2738505488
0.98,0.44,39,7.2898081248
0.98,0.46,40,7.3057716072
0.98,0.48,40,7.3215271984
0.98,0.5,40,7.33733962
0.98,0.52,40,7.353758824
0.98,0.54,40,7.3699186088
0.98,0.56,40,7.3862095408
0.98,0.58,40,7.4023203928
0.98,0.6,40,7.419275008
0.98,0.62,40,7.4355223856
0.98,0.64,41,7.4519966752
0.98,0.66,41,7.4685145448
0.98,0.68,41,7.4842288064
0.98,0.7,41,7.501657116
0.98,0.72,41,7.5181403632
0.98,0.74,41,7.535044672
0.98,0.76,41,7.5512324272
0.98,0.78,41,7.5676901648
0.98,0.8,41,7.584849792
0.98,0.82,42,7.6011355752
0.98,0.84,42,7.6181160896
0.98,0.86,42,7.6351219808
0.98,0.88,42,7.6522907184
0.98,0.9,42,7.669668296
0.98,0.92,42,7.6866297888
0.98,0.94,42,7.7038559912
0.98,0.96,42,7.7200747744
0.98,0.98,42,7.7372044224
0.98,1,42,7.7543364
1,0,37,7.046036
1,0.02,37,7.05078488
1,0.04,37,7.04784216
1,0.06,37,7.04911024
1,0.08,38,7.05557352
1,0.1,38,7.067014
