"belief_benef_low","belief_benef_high","max_invest","value_AM_infty"
0.32,0.76,33,6.6290300992
0.32,0.78,33,6.6418369792
0.32,0.8,33,6.655067104
0.32,0.82,33,6.6682140016
0.32,0.84,33,6.6812455328
0.32,0.86,33,6.6942503696
0.32,0.88,34,6.7074649184
0.32,0.9,34,6.72042964
0.32,0.92,34,6.7334996768
0.32,0.94,34,6.7465641456
0.32,0.96,34,6.7598870784
0.32,0.98,35,6.772812096
0.32,1,35,6.78218352
0.34,0,23,6.23794864
0.34,0.02,23,6.2392386488
0.34,0.04,23,6.2400024448
0.34,0.06,23,6.24107726
0.34,0.08,23,6.2417674176
0.34,0.1,23,6.2490251
0.34,0.12,24,6.2584375344
0.34,0.14,24,6.2678411144
0.34,0.16,25,6.2770378352
0.34,0.18,25,6.287871352
0.34,0.2,25,6.299460784
0.34,0.22,26,6.3115556176
0.34,0.24,26,6.3233896208
0.34,0.26,26,6.3351610016
0.34,0.28,27,6.346979368
0.34,0.3,27,6.358894212
0.34,0.32,27,6.3707314544
0.34,0.34,28,6.383460528
0.34,0.36,28,6.3961443632
0.34,0.38,28,6.4086507392
0.34,0.4,29,6.421299648
0.34,0.42,29,6.4336425296
0.34,0.44,29,6.446478632
0.34,0.46,29,6.4592487776
0.34,0.48,30,6.4717636448
0.34,0.5,30,6.484278
0.34,0.52,30,6.4970092672
0.34,0.54,31,6.5099716024
0.34,0.56,31,6.5231265712
0.34,0.58,31,6.5358168536
0.34,0.6,31,6.548759808
0.34,0.62,31,6.561669876
0.34,0.64,32,6.5747652848
0.34,0.66,32,6.58766604
0.34,0.68,32,6.6007497712
0.34,0.7,32,6.613680896
0.34,0.72,32,6.6267194752
0.34,0.74,33,6.6397691752
0.34,0.76,33,6.6527780784
0.34,0.78,33,6.665971892
0.34,0.8,33,6.679069816
0.34,0.82,33,6.6923553408
0.34,0.84,34,6.7055196416
0.34,0.86,34,6.7186303152
0.34,0.88,34,6.7319603744
0.34,0.9,34,6.745164624
0.34,0.92,34,6.7584911536
0.34,0.94,35,6.7716233008
0.34,0.96,35,6.7844901024
0.34,0.98,35,6.7946249512
0.34,1,35,6.806336
0.36,0,24,6.26084736
0.36,0.02,24,6.26247188
0.36,0.04,24,6.2636899776
0.36,0.06,24,6.2640402256
0.36,0.08,24,6.2647303136
0.36,0.1,24,6.272310896
0.36,0.12,25,6.2813808384
0.36,0.14,25,6.2907865968
0.36,0.16,25,6.3001599552
0.36,0.18,26,6.3111994816
0.36,0.2,26,6.32292928
0.36,0.22,26,6.335106056
0.36,0.24,27,6.3467189312
0.36,0.26,27,6.358750608
0.36,0.28,27,6.3706869088
0.36,0.3,28,6.382383376
0.36,0.32,28,6.3947091072
0.36,0.34,28,6.4073064544
0.36,0.36,29,6.4199462912
0.36,0.38,29,6.433119368
0.36,0.4,29,6.445701472
0.36,0.42,29,6.4583685344
0.36,0.44,30,6.4709431584
0.36,0.46,30,6.4837148848
0.36,0.48,30,6.4963265792
0.36,0.5,30,6.50892568
0.36,0.52,31,6.5219988768
0.36,0.54,31,6.5348201008
0.36,0.56,31,6.5476198528
0.36,0.58,31,6.5608184304
0.36,0.6,32,6.573862256
0.36,0.62,32,6.5866488336
0.36,0.64,32,6.599637984
0.36,0.66,32,6.6127137264
0.36,0.68,32,6.6258967968
0.36,0.7,33,6.638722792
0.36,0.72,33,6.6518498624
0.36,0.74,33,6.664912664
0.36,0.76,33,6.677880176
0.36,0.78,33,6.691086376
0.36,0.8,34,6.70438776
0.36,0.82,34,6.7176248224
0.36,0.84,34,6.7307435808
0.36,0.86,34,6.7440240528
0.36,0.88,34,6.7570999744
0.36,0.9,34,6.770383528
0.36,0.92,35,6.7836975968
0.36,0.94,35,6.796450808
0.36,0.96,35,6.8097649888
0.36,0.98,35,6.8226755936
0.36,1,35,6.83257456
0.38,0,25,6.28398792
0.38,0.02,25,6.28474422
0.38,0.04,25,6.28577584
0.38,0.06,25,6.2869721736
0.38,0.08,25,6.287647056
0.38,0.1,25,6.29515828
0.38,0.12,25,6.3046791376
0.38,0.14,26,6.31388134
0.38,0.16,26,6.3232342608
0.38,0.18,26,6.3343843824
0.38,0.2,27,6.346699528
0.38,0.22,27,6.358800932
0.38,0.24,27,6.3706595728
0.38,0.26,28,6.382352008
0.38,0.28,28,6.3943210432
0.38,0.3,28,6.406539112
0.38,0.32,29,6.4186718528
0.38,0.34,29,6.431837832
0.38,0.36,29,6.4444096
0.38,0.38,29,6.4571650256
0.38,0.4,30,6.469969304
0.38,0.42,30,6.482701612
0.38,0.44,30,6.4954924176
0.38,0.46,30,6.5082256888
0.38,0.48,31,6.521255536
0.38,0.5,31,6.53393336
0.38,0.52,31,6.5468769264
0.38,0.54,31,6.5599201248
0.38,0.56,32,6.5730897792
0.38,0.58,32,6.586104364
0.38,0.6,32,6.599165184
0.38,0.62,32,6.6124168616
0.38,0.64,32,6.6253881376
0.38,0.66,33,6.6384593608
0.38,0.68,33,6.6518216464
0.38,0.7,33,6.664629996
0.38,0.72,33,6.6778680784
0.38,0.74,33,6.6910313952
0.38,0.76,34,6.7042366208
0.38,0.78,34,6.7174965824
0.38,0.8,34,6.730723112
0.38,0.82,34,6.7440729872
0.38,0.84,34,6.7575305936
0.38,0.86,34,6.7707397176
0.38,0.88,35,6.78409152
0.38,0.9,35,6.797378676
0.38,0.92,35,6.810895336
0.38,0.94,35,6.8239158952
0.38,0.96,35,6.837334696
0.38,0.98,35,6.8503784128
0.38,1,36,6.85855364
0.4,0,26,6.3063104
0.4,0.02,26,6.308226472
0.4,0.04,26,6.308879088
0.4,0.06,26,6.309679264
0.4,0.08,26,6.310489504
0.4,0.1,26,6.31847644
0.4,0.12,26,6.327728528
0.4,0.14,26,6.337007456
0.4,0.16,27,6.346545664
0.4,0.18,27,6.35807388
0.4,0.2,27,6.37011752
0.4,0.22,28,6.382147768
0.4,0.24,28,6.394115872
0.4,0.26,28,6.40622992
0.4,0.28,29,6.418170064
0.4,0.3,29,6.43042424
0.4,0.32,29,6.442793376
0.4,0.34,29,6.45581368
0.4,0.36,30,6.468893696
0.4,0.38,30,6.481567256
0.4,0.4,30,6.49434104
0.4,0.42,30,6.507256776
0.4,0.44,31,6.520094512
0.4,0.46,31,6.532907896
0.4,0.48,31,6.545963152
0.4,0.5,31,6.5588368
0.4,0.52,32,6.571801952
0.4,0.54,32,6.585129912
0.4,0.56,32,6.598208688
0.4,0.58,32,6.611548248
0.4,0.6,32,6.62475544
0.4,0.62,33,6.637823488
0.4,0.64,33,6.65091992
0.4,0.66,33,6.664209888
0.4,0.68,33,6.677661008
0.4,0.7,33,6.69063936
0.4,0.72,34,6.70395696
0.4,0.74,34,6.717177872
0.4,0.76,34,6.730651856
0.4,0.78,34,6.744077768
0.4,0.8,34,6.75733464
0.4,0.82,34,6.770680472
0.4,0.84,35,6.784167264
0.4,0.86,35,6.797448704
0.4,0.88,35,6.811144384
0.4,0.9,35,6.82447068
0.4,0.92,35,6.838126336
0.4,0.94,35,6.851527744
0.4,0.96,36,6.864733552
0.4,0.98,36,6.877701888
0.4,1,36,6.8870272
0.42,0,26,6.32922992
0.42,0.02,26,6.3310250576
0.42,0.04,26,6.3323612336
0.42,0.06,26,6.3327835056
0.42,0.08,26,6.3334952816
0.42,0.1,27,6.341326664
0.42,0.12,27,6.3508530192
0.42,0.14,27,6.3603543944
0.42,0.16,27,6.3699959344
0.42,0.18,28,6.3815078952
0.42,0.2,28,6.393676776
0.42,0.22,28,6.4057493544
0.42,0.24,29,6.4179415664
0.42,0.26,29,6.4299752368
0.42,0.28,29,6.4420889216
0.42,0.3,29,6.454499364
0.42,0.32,30,6.4667108432
0.42,0.34,30,6.4798430328
0.42,0.36,30,6.4930156736
0.42,0.38,30,6.5057360616
0.42,0.4,31,6.518698704
0.42,0.42,31,6.5318753296
0.42,0.44,31,6.5446964448
0.42,0.46,31,6.5578056224
0.42,0.48,32,6.5709743952
0.42,0.5,32,6.58366702
0.42,0.52,32,6.596985072
0.42,0.54,32,6.6101755688
0.42,0.56,32,6.623379448
0.42,0.58,33,6.636640968
0.42,0.6,33,6.650023984
0.42,0.62,33,6.6635034528
0.42,0.64,33,6.6766794208
0.42,0.66,33,6.6900532448
0.42,0.68,34,6.7034608688
0.42,0.7,34,6.716721048
0.42,0.72,34,6.7300757168
0.42,0.74,34,6.7434425752
0.42,0.76,34,6.7568915712
0.42,0.78,34,6.770340372
0.42,0.8,35,6.783923808
0.42,0.82,35,6.7973390576
0.42,0.84,35,6.8108338864
0.42,0.86,35,6.8244620464
0.42,0.88,35,6.8379278176
0.42,0.9,35,6.851591032
0.42,0.92,36,6.865259
0.42,0.94,36,6.8786271976
0.42,0.96,36,6.8921702896
0.42,0.98,36,6.9055611976
0.42,1,36,6.91415308
0.44,0,27,6.35191928
0.44,0.02,27,6.3540124
0.44,0.04,27,6.3549745024
0.44,0.06,27,6.3554719872
0.44,0.08,27,6.3561127328
0.44,0.1,27,6.364776408
0.44,0.12,27,6.37396896
0.44,0.14,28,6.3833939888
0.44,0.16,28,6.3931581888
0.44,0.18,28,6.4046356416
0.44,0.2,29,6.417008496
0.44,0.22,29,6.4292977392
0.44,0.24,29,6.441575104
0.44,0.26,29,6.4538488384
0.44,0.28,30,6.4659627936
0.44,0.3,30,6.478151824
0.44,0.32,30,6.4907899264
0.44,0.34,30,6.5039966848
0.44,0.36,31,6.517106976
0.44,0.38,31,6.530321304
0.44,0.4,31,6.543135184
0.44,0.42,31,6.5562603072
0.44,0.44,32,6.5694619136
0.44,0.46,32,6.5823733264
0.44,0.48,32,6.595574208
0.44,0.5,32,6.60857408
0.44,0.52,32,6.6219863584
0.44,0.54,33,6.6353674608
0.44,0.56,33,6.6486919584
0.44,0.58,33,6.6621851136
0.44,0.6,33,6.675633088
0.44,0.62,33,6.68904632
0.44,0.64,34,6.7024522336
0.44,0.66,34,6.7158839072
0.44,0.68,34,6.7293775808
0.44,0.7,34,6.742610216
0.44,0.72,34,6.7561213152
0.44,0.74,34,6.769483872
0.44,0.76,35,6.7832256928
0.44,0.78,35,6.7967718688
0.44,0.8,35,6.810316944
0.44,0.82,35,6.823951808
0.44,0.84,35,6.8375586592
0.44,0.86,35,6.8512139184
0.44,0.88,36,6.8648355872
0.44,0.9,36,6.878639568
0.44,0.92,36,6.8924278816
0.44,0.94,36,6.906022904
0.44,0.96,36,6.919660704
0.44,0.98,36,6.9333044432
0.44,1,36,6.943262
0.46,0,27,6.37462828
0.46,0.02,28,6.3761478544
0.46,0.04,28,6.3776089456
0.46,0.06,28,6.3784079424
0.46,0.08,28,6.3795568592
0.46,0.1,28,6.387548544
0.46,0.12,28,6.3971774608
0.46,0.14,28,6.4067511744
0.46,0.16,29,6.4165074928
0.46,0.18,29,6.4281525048
0.46,0.2,29,6.44069924
0.46,0.22,29,6.45275898
0.46,0.24,30,6.4652263152
0.46,0.26,30,6.4775271616
0.46,0.28,30,6.4898593328
0.46,0.3,30,6.502118732
0.46,0.32,31,6.5149075792
0.46,0.34,31,6.5281957904
0.46,0.36,31,6.5412721888
0.46,0.38,31,6.5543988496
0.46,0.4,32,6.567915016
0.46,0.42,32,6.580858032
0.46,0.44,32,6.5939870816
0.46,0.46,32,6.6072214384
0.46,0.48,32,6.620377592
0.46,0.5,33,6.63358538
0.46,0.52,33,6.6469234128
0.46,0.54,33,6.6604932632
0.46,0.56,33,6.6739119552
0.46,0.58,33,6.687435628
0.46,0.6,34,6.701047552
0.46,0.62,34,6.71439524
0.46,0.64,34,6.727801656
0.46,0.66,34,6.7414343112
0.46,0.68,34,6.7552502032
0.46,0.7,34,6.768589324
0.46,0.72,35,6.7821713136
0.46,0.74,35,6.7958497176
0.46,0.76,35,6.8093428944
0.46,0.78,35,6.8231364264
0.46,0.8,35,6.836835872
0.46,0.82,35,6.8506811296
0.46,0.84,36,6.8642626672
0.46,0.86,36,6.878001472
0.46,0.88,36,6.891821368
0.46,0.9,36,6.905676468
0.46,0.92,36,6.919578816
0.46,0.94,36,6.9332369528
0.46,0.96,36,6.946986392
0.46,0.98,37,6.9608455472
0.46,1,37,6.97104676
0.48,0,28,6.39718984
0.48,0.02,28,6.3992027872
0.48,0.04,28,6.4004521952
0.48,0.06,28,6.4012023136
0.48,0.08,28,6.4026118432
0.48,0.1,28,6.410724944
0.48,0.12,29,6.420432752
0.48,0.14,29,6.429950848
0.48,0.16,29,6.4401147648
0.48,0.18,29,6.4517606528
0.48,0.2,30,6.464119744
0.48,0.22,30,6.4763735056
0.48,0.24,30,6.488870944
0.48,0.26,30,6.501104664
0.48,0.28,31,6.513366736
0.48,0.3,31,6.5259456
0.48,0.32,31,6.5387704288
0.48,0.34,31,6.5522519776
0.48,0.36,32,6.5655851424
0.48,0.38,32,6.5786542592
0.48,0.4,32,6.591966976
0.48,0.42,32,6.605243104
0.48,0.44,32,6.6185602592
0.48,0.46,33,6.6318761728
0.48,0.48,33,6.6452787648
0.48,0.5,33,6.65838064
0.48,0.52,33,6.6719149312
0.48,0.54,33,6.6854739056
0.48,0.56,34,6.6991852928
0.48,0.58,34,6.7127913552
0.48,0.6,34,6.726539664
0.48,0.62,34,6.739985016
0.48,0.64,34,6.7536463552
0.48,0.66,34,6.7671572
0.48,0.68,35,6.781077232
0.48,0.7,35,6.794573384
0.48,0.72,35,6.8083271648
0.48,0.74,35,6.822057224
0.48,0.76,35,6.8357905504
0.48,0.78,35,6.8494922256
0.48,0.8,36,6.86331152
0.48,0.82,36,6.877224152
0.48,0.84,36,6.890945264
0.48,0.86,36,6.9048477248
0.48,0.88,36,6.9188783456
0.48,0.9,36,6.932677384
0.48,0.92,36,6.9466255552
0.48,0.94,37,6.9606243856
0.48,0.96,37,6.974505616
0.48,0.98,37,6.9884402016
0.48,1,37,6.99818704
0.5,0,29,6.420506
0.5,0.02,29,6.42291552
0.5,0.04,29,6.42398836
0.5,0.06,29,6.42464998
0.5,0.08,29,6.42550384
0.5,0.1,29,6.4341985
0.5,0.12,29,6.44384388
0.5,0.14,29,6.45345298
0.5,0.16,30,6.46343732
0.5,0.18,30,6.47536086
0.5,0.2,30,6.488046
0.5,0.22,30,6.50052922
0.5,0.24,31,6.51277276
0.5,0.26,31,6.52536338
0.5,0.28,31,6.53763404
0.5,0.3,31,6.5500814
0.5,0.32,31,6.56315124
0.5,0.34,32,6.57630222
0.5,0.36,32,6.58985584
0.5,0.38,32,6.60330966
0.5,0.4,32,6.6166682
0.5,0.42,33,6.62995034
0.5,0.44,33,6.6432818
0.5,0.46,33,6.65651
0.5,0.48,33,6.66999988
0.5,0.5,33,6.6831835
0.5,0.52,34,6.69697804
0.5,0.54,34,6.71055874
0.5,0.56,34,6.72424436
0.5,0.58,34,6.73802362
0.5,0.6,34,6.7516898
0.5,0.62,34,6.76548002
0.5,0.64,35,6.77935632
0.5,0.66,35,6.79300496
0.5,0.68,35,6.8069818
0.5,0.7,35,6.8204962
0.5,0.72,35,6.8341974
0.5,0.74,35,6.8480513
0.5,0.76,36,6.86209736
0.5,0.78,36,6.87579878
0.5,0.8,36,6.8898332
0.5,0.82,36,6.90387794
0.5,0.84,36,6.91772084
0.5,0.86,36,6.93171166
0.5,0.88,36,6.94572512
0.5,0.9,37,6.9599031
0.5,0.92,37,6.9738228
0.5,0.94,37,6.98794132
0.5,0.96,37,7.00180708
0.5,0.98,37,7.01597376
0.5,1,37,7.026843
0.52,0,29,6.44490632
0.52,0.02,29,6.4468149024
0.52,0.04,29,6.448104944
0.52,0.06,29,6.4487952912
0.52,0.08,29,6.4499213568
0.52,0.1,29,6.458588768
0.52,0.12,30,6.4680610784
0.52,0.14,30,6.4777040416
0.52,0.16,30,6.4879409056
0.52,0.18,30,6.4994391376
0.52,0.2,31,6.512309792
0.52,0.22,31,6.524557368
0.52,0.24,31,6.5370725856
0.52,0.26,31,6.5495205664
0.52,0.28,31,6.5620736384
0.52,0.3,32,6.574694552
0.52,0.32,32,6.5878233344
0.52,0.34,32,6.6010416432
0.52,0.36,32,6.6146592416
0.52,0.38,33,6.628108848
0.52,0.4,33,6.64148944
0.52,0.42,33,6.654918928
0.52,0.44,33,6.6683403808
0.52,0.46,33,6.6816532096
0.52,0.48,34,6.6953179552
0.52,0.5,34,6.70866872
0.52,0.52,34,6.7222483808
0.52,0.54,34,6.7359773536
0.52,0.56,34,6.7499361056
0.52,0.58,34,6.7637460224
0.52,0.6,35,6.777320624
0.52,0.62,35,6.7911189744
0.52,0.64,35,6.8049534208
0.52,0.66,35,6.8188948528
0.52,0.68,35,6.8328298784
0.52,0.7,35,6.846566856
0.52,0.72,36,6.8602844992
0.52,0.74,36,6.874568984
0.52,0.76,36,6.8883605664
0.52,0.78,36,6.902389368
0.52,0.8,36,6.916501232
0.52,0.82,36,6.9305335984
0.52,0.84,36,6.9446035424
0.52,0.86,37,6.9586857744
0.52,0.88,37,6.9728590784
0.52,0.9,37,6.986972792
0.52,0.92,37,7.0011016672
0.52,0.94,37,7.01513964
0.52,0.96,37,7.0292252096
0.52,0.98,37,7.0436834368
0.52,1,38,7.0538732
0.54,0,30,6.46845508
0.54,0.02,30,6.470618164
0.54,0.04,30,6.4723267648
0.54,0.06,30,6.4730431184
0.54,0.08,30,6.4743015504
0.54,0.1,30,6.482983884
0.54,0.12,30,6.4927044976
0.54,0.14,30,6.5023172952
0.54,0.16,31,6.5124278368
0.54,0.18,31,6.524353696
0.54,0.2,31,6.537033896
0.54,0.22,31,6.5496910768
0.54,0.24,31,6.56223608
0.54,0.26,32,6.57472828
0.54,0.28,32,6.5870168352
0.54,0.3,32,6.599899488
0.54,0.32,32,6.612833864
0.54,0.34,32,6.6263852152
0.54,0.36,33,6.6399785488
0.54,0.38,33,6.6535985664
0.54,0.4,33,6.667016464
0.54,0.42,33,6.68050374
0.54,0.44,33,6.6938524528
0.54,0.46,34,6.7074010368
0.54,0.48,34,6.7208926976
0.54,0.5,34,6.73420506
0.54,0.52,34,6.7482376608
0.54,0.54,34,6.7617643248
0.54,0.56,35,6.775837952
0.54,0.58,35,6.7894859584
0.54,0.6,35,6.803406016
0.54,0.62,35,6.8173841296
0.54,0.64,35,6.831277976
0.54,0.66,35,6.8451384896
0.54,0.68,36,6.859247816
0.54,0.7,36,6.873112808
0.54,0.72,36,6.8869619776
0.54,0.74,36,6.9008425536
0.54,0.76,36,6.915217352
0.54,0.78,36,6.929215088
0.54,0.8,36,6.943290408
0.54,0.82,37,6.957542648
0.54,0.84,37,6.9716963504
0.54,0.86,37,6.9857705712
0.54,0.88,37,7.0000659088
0.54,0.9,37,7.014326588
0.54,0.92,37,7.028636448
0.54,0.94,37,7.0428260904
0.54,0.96,38,7.0565540432
0.54,0.98,38,7.0710397992
0.54,1,38,7.0816058
0.56,0,30,6.49318432
0.56,0.02,30,6.4954990512
0.56,0.04,30,6.4965429376
0.56,0.06,30,6.4973540896
0.56,0.08,30,6.4987165696
0.56,0.1,30,6.50750576
0.56,0.12,31,6.517395504
0.56,0.14,31,6.5270025168
0.56,0.16,31,6.536895472
0.56,0.18,31,6.5493347584
0.56,0.2,31,6.562006192
0.56,0.22,32,6.5747557136
0.56,0.24,32,6.5873320736
0.56,0.26,32,6.599884272
0.56,0.28,32,6.6124937376
0.56,0.3,32,6.625081944
0.56,0.32,33,6.638239424
0.56,0.34,33,6.6519368656
0.56,0.36,33,6.6657311072
0.56,0.38,33,6.6790779456
0.56,0.4,33,6.692899744
0.56,0.42,34,6.7064514656
0.56,0.44,34,6.7199163136
0.56,0.46,34,6.7334544592
0.56,0.48,34,6.7471206752
0.56,0.5,34,6.7607542
0.56,0.52,35,6.7743517216
0.56,0.54,35,6.7884517984
0.56,0.56,35,6.8022232224
0.56,0.58,35,6.8160499232
0.56,0.6,35,6.830112768
0.56,0.62,35,6.8443805264
0.56,0.64,36,6.8581361408
0.56,0.66,36,6.8723340736
0.56,0.68,36,6.8864189248
0.56,0.7,36,6.900102808
0.56,0.72,36,6.9142726688
0.56,0.74,36,6.9283390928
0.56,0.76,36,6.9424830944
0.56,0.78,37,6.9566130128
0.56,0.8,37,6.971086
0.56,0.82,37,6.9850439648
0.56,0.84,37,6.9994770656
0.56,0.86,37,7.0135311728
0.56,0.88,37,7.02784824
0.56,0.9,37,7.042248664
0.56,0.92,38,7.0562721536
0.56,0.94,38,7.0702801952
0.56,0.96,38,7.0847826784
0.56,0.98,38,7.0987203792
0.56,1,38,7.10923568
0.58,0,31,6.51734092
0.58,0.02,31,6.519582692
0.58,0.04,31,6.520689408
0.58,0.06,31,6.5218261624
0.58,0.08,31,6.523320176
0.58,0.1,31,6.53214706
0.58,0.12,31,6.542027056
0.58,0.14,31,6.551746508
0.58,0.16,31,6.5621072592
0.58,0.18,32,6.574331072
0.58,0.2,32,6.586807912
0.58,0.22,32,6.5994854992
0.58,0.24,32,6.6122750064
0.58,0.26,32,6.6249216528
0.58,0.28,33,6.6379091872
0.58,0.3,33,6.650489432
0.58,0.32,33,6.6638910336
0.58,0.34,33,6.6775632208
0.58,0.36,33,6.6913035792
0.58,0.38,34,6.7053873928
0.58,0.4,34,6.718800288
0.58,0.42,34,6.7324641496
0.58,0.44,34,6.7458659232
0.58,0.46,34,6.7597400352
0.58,0.48,35,6.7735769168
0.58,0.5,35,6.78718576
0.58,0.52,35,6.800981136
0.58,0.54,35,6.8152638944
0.58,0.56,35,6.8294115568
0.58,0.58,35,6.8431489064
0.58,0.6,36,6.85744388
0.58,0.62,36,6.87144474
0.58,0.64,36,6.8855691376
0.58,0.66,36,6.8997584904
0.58,0.68,36,6.913960104
0.58,0.7,36,6.927923368
0.58,0.72,36,6.9420116992
0.58,0.74,37,6.9560311528
0.58,0.76,37,6.9706079984
0.58,0.78,37,6.9848373392
0.58,0.8,37,6.999086496
0.58,0.82,37,7.0135040184
0.58,0.84,37,7.0278486592
0.58,0.86,37,7.0421543488
0.58,0.88,38,7.0567088512
0.58,0.9,38,7.0709874
0.58,0.92,38,7.0854315712
0.58,0.94,38,7.0997268568
0.58,0.96,38,7.1137541328
0.58,0.98,38,7.1276121072
0.58,1,38,7.13970108
0.6,0,31,6.5412252
0.6,0.02,31,6.543819704
0.6,0.04,31,6.545544112
0.6,0.06,31,6.545847576
0.6,0.08,31,6.547271328
0.6,0.1,31,6.55663432
0.6,0.12,32,6.566590368
0.6,0.14,32,6.57640356
0.6,0.16,32,6.586564768
0.6,0.18,32,6.598974432
0.6,0.2,32,6.6119468
0.6,0.22,32,6.624818272
0.6,0.24,33,6.637538016
0.6,0.26,33,6.650301736
0.6,0.28,33,6.663055328
0.6,0.3,33,6.67568028
0.6,0.32,33,6.689397584
0.6,0.34,34,6.703238752
0.6,0.36,34,6.716958528
0.6,0.38,34,6.7310566
0.6,0.4,34,6.74485648
0.6,0.42,34,6.758456864
0.6,0.44,35,6.772386912
0.6,0.46,35,6.786115432
0.6,0.48,35,6.800061808
0.6,0.5,35,6.8138032
0.6,0.52,35,6.827699776
0.6,0.54,35,6.8418338
0.6,0.56,36,6.855949216
0.6,0.58,36,6.870250128
0.6,0.6,36,6.88431464
0.6,0.62,36,6.898806968
0.6,0.64,36,6.912874192
0.6,0.66,36,6.927333104
0.6,0.68,36,6.941650352
0.6,0.7,37,6.955618
0.6,0.72,37,6.969842288
0.6,0.74,37,6.984202864
0.6,0.76,37,6.998437824
0.6,0.78,37,7.01295364
0.6,0.8,37,7.02740312
0.6,0.82,37,7.041849272
0.6,0.84,38,7.056377296
0.6,0.86,38,7.070843752
0.6,0.88,38,7.085309216
0.6,0.9,38,7.09991548
0.6,0.92,38,7.114436992
0.6,0.94,38,7.128886744
0.6,0.96,38,7.14287144
0.6,0.98,38,7.157530096
0.6,1,39,7.1687532
0.62,0,32,6.5656884
0.62,0.02,32,6.5682697312
0.62,0.04,32,6.5697969776
0.62,0.06,32,6.570319604
0.62,0.08,32,6.5717641168
0.62,0.1,32,6.580973336
0.62,0.12,32,6.591178104
0.62,0.14,32,6.601072752
0.62,0.16,32,6.6112591168
0.62,0.18,32,6.623661752
0.62,0.2,33,6.637148392
0.62,0.22,33,6.64962846
0.62,0.24,33,6.6626218
0.62,0.26,33,6.6754948608
0.62,0.28,33,6.6884358672
0.62,0.3,34,6.701465312
0.62,0.32,34,6.7148812208
0.62,0.34,34,6.72890222
0.62,0.36,34,6.7427980288
0.62,0.38,34,6.7568040968
0.62,0.4,34,6.770919832
0.62,0.42,35,6.784702672
0.62,0.44,35,6.7987291664
0.62,0.46,35,6.8125744904
0.62,0.48,35,6.8264984544
0.62,0.5,35,6.8401442
0.62,0.52,35,6.8542360784
0.62,0.54,36,6.8689035464
0.62,0.56,36,6.882856104
0.62,0.58,36,6.8974730816
0.62,0.6,36,6.911579064
0.62,0.62,36,6.9260524976
0.62,0.64,36,6.9402278976
0.62,0.66,37,6.9545657664
0.62,0.68,37,6.9692372864
0.62,0.7,37,6.983200124
0.62,0.72,37,6.9976429824
0.62,0.74,37,7.0120051224
0.62,0.76,37,7.0266653552
0.62,0.78,37,7.0409683248
0.62,0.8,38,7.05555024
0.62,0.82,38,7.0702269464
0.62,0.84,38,7.084840696
0.62,0.86,38,7.0994591536
0.62,0.88,38,7.1141023808
0.62,0.9,38,7.128780836
0.62,0.92,38,7.1431810784
0.62,0.94,38,7.1579039136
0.62,0.96,39,7.1724819968
0.62,0.98,39,7.1868259896
0.62,1,39,7.19880392
0.64,0,32,6.59036336
0.64,0.02,32,6.592701232
0.64,0.04,32,6.5941555392
0.64,0.06,32,6.5948592544
0.64,0.08,32,6.5963204768
0.64,0.1,32,6.605627368
0.64,0.12,32,6.615608144
0.64,0.14,32,6.6256721008
0.64,0.16,33,6.6359486464
0.64,0.18,33,6.6483790752
0.64,0.2,33,6.662004208
0.64,0.22,33,6.6747768752
0.64,0.24,33,6.687822656
0.64,0.26,34,6.700589424
0.64,0.28,34,6.7136471104
0.64,0.3,34,6.726696824
0.64,0.32,34,6.7404925952
0.64,0.34,34,6.7546335552
0.64,0.36,34,6.7686955936
0.64,0.38,35,6.7827646272
0.64,0.4,35,6.796676304
0.64,0.42,35,6.8105940928
0.64,0.44,35,6.8249319744
0.64,0.46,35,6.8387938544
0.64,0.48,35,6.852824032
0.64,0.5,36,6.8667906
0.64,0.52,36,6.8810920544
0.64,0.54,36,6.8952911136
0.64,0.56,36,6.9097001792
0.64,0.58,36,6.9243233488
0.64,0.6,36,6.938661968
0.64,0.62,37,6.9534628864
0.64,0.64,37,6.9676689888
0.64,0.66,37,6.9819569088
0.64,0.68,37,6.9966556704
0.64,0.7,37,7.01087104
0.64,0.72,37,7.0254726272
0.64,0.74,37,7.0401984432
0.64,0.76,38,7.0546851616
0.64,0.78,38,7.069260072
0.64,0.8,38,7.083930128
0.64,0.82,38,7.0985969248
0.64,0.84,38,7.1133251808
0.64,0.86,38,7.128097216
0.64,0.88,38,7.14274752
0.64,0.9,38,7.157542768
0.64,0.92,39,7.1725087552
0.64,0.94,39,7.1868638672
0.64,0.96,39,7.2016644032
0.64,0.98,39,7.2162579504
0.64,1,39,7.22701728
0.66,0,32,6.61392216
0.66,0.02,32,6.6168274208
0.66,0.04,32,6.6184526816
0.66,0.06,32,6.6190976944
0.66,0.08,32,6.620825552
0.66,0.1,33,6.630654536
0.66,0.12,33,6.6402767568
0.66,0.14,33,6.6503173096
0.66,0.16,33,6.661065728
0.66,0.18,33,6.6735381936
0.66,0.2,33,6.686913352
0.66,0.22,34,6.6997681816
0.66,0.24,34,6.712859152
0.66,0.26,34,6.7260704248
0.66,0.28,34,6.7390920544
0.66,0.3,34,6.752133196
0.66,0.32,34,6.7662644432
0.66,0.34,35,6.7800667928
0.66,0.36,35,6.7946143008
0.66,0.38,35,6.808560236
0.66,0.4,35,6.82269168
0.66,0.42,35,6.8369754656
