0,0,0,0.001,5,"B fast degradation
slow recovery"
0,0.02,0,0.001,5,"B fast degradation
slow recovery"
0,0.04,0,0.001,5,"B fast degradation
slow recovery"
0,0.06,0,0.001,5,"B fast degradation
slow recovery"
0,0.08,0,0.001,5,"B fast degradation
slow recovery"
0,0.1,0,0.001,5,"B fast degradation
slow recovery"
0,0.12,0,0.001,5,"B fast degradation
slow recovery"
0,0.14,2,0.001,5,"B fast degradation
slow recovery"
0,0.16,5,0.001,5,"B fast degradation
slow recovery"
0,0.18,2,0.001,5,"B fast degradation
slow recovery"
0,0.2,4,0.001,5,"B fast degradation
slow recovery"
0,0.22,6,0.001,5,"B fast degradation
slow recovery"
0,0.24,8,0.001,5,"B fast degradation
slow recovery"
0,0.26,9,0.001,5,"B fast degradation
slow recovery"
0,0.28,10,0.001,5,"B fast degradation
slow recovery"
0,0.3,11,0.001,5,"B fast degradation
slow recovery"
0,0.32,12,0.001,5,"B fast degradation
slow recovery"
0,0.34,13,0.001,5,"B fast degradation
slow recovery"
0,0.36,14,0.001,5,"B fast degradation
slow recovery"
0,0.38,15,0.001,5,"B fast degradation
slow recovery"
0,0.4,15,0.001,5,"B fast degradation
slow recovery"
0,0.42,16,0.001,5,"B fast degradation
slow recovery"
0,0.44,17,0.001,5,"B fast degradation
slow recovery"
0,0.46,17,0.001,5,"B fast degradation
slow recovery"
0,0.48,18,0.001,5,"B fast degradation
slow recovery"
0,0.5,18,0.001,5,"B fast degradation
slow recovery"
0,0.52,19,0.001,5,"B fast degradation
slow recovery"
0,0.54,19,0.001,5,"B fast degradation
slow recovery"
0,0.56,19,0.001,5,"B fast degradation
slow recovery"
0,0.58,20,0.001,5,"B fast degradation
slow recovery"
0,0.6,20,0.001,5,"B fast degradation
slow recovery"
0,0.62,21,0.001,5,"B fast degradation
slow recovery"
0,0.64,21,0.001,5,"B fast degradation
slow recovery"
0,0.66,22,0.001,5,"B fast degradation
slow recovery"
0,0.68,22,0.001,5,"B fast degradation
slow recovery"
0,0.7,22,0.001,5,"B fast degradation
slow recovery"
0,0.72,22,0.001,5,"B fast degradation
slow recovery"
0,0.74,23,0.001,5,"B fast degradation
slow recovery"
0,0.76,23,0.001,5,"B fast degradation
slow recovery"
0,0.78,23,0.001,5,"B fast degradation
slow recovery"
0,0.8,24,0.001,5,"B fast degradation
slow recovery"
0,0.82,24,0.001,5,"B fast degradation
slow recovery"
0,0.84,24,0.001,5,"B fast degradation
slow recovery"
0,0.86,24,0.001,5,"B fast degradation
slow recovery"
0,0.88,25,0.001,5,"B fast degradation
slow recovery"
0,0.9,25,0.001,5,"B fast degradation
slow recovery"
0,0.92,25,0.001,5,"B fast degradation
slow recovery"
0,0.94,25,0.001,5,"B fast degradation
slow recovery"
0,0.96,26,0.001,5,"B fast degradation
slow recovery"
0,0.98,26,0.001,5,"B fast degradation
slow recovery"
0,1,26,0.001,5,"B fast degradation
slow recovery"
0.02,0,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.02,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.04,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.06,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.08,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.1,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.12,0,0.001,5,"B fast degradation
slow recovery"
0.02,0.14,3,0.001,5,"B fast degradation
slow recovery"
0.02,0.16,6,0.001,5,"B fast degradation
slow recovery"
0.02,0.18,3,0.001,5,"B fast degradation
slow recovery"
0.02,0.2,5,0.001,5,"B fast degradation
slow recovery"
0.02,0.22,7,0.001,5,"B fast degradation
slow recovery"
0.02,0.24,8,0.001,5,"B fast degradation
slow recovery"
0.02,0.26,10,0.001,5,"B fast degradation
slow recovery"
0.02,0.28,11,0.001,5,"B fast degradation
slow recovery"
0.02,0.3,12,0.001,5,"B fast degradation
slow recovery"
0.02,0.32,13,0.001,5,"B fast degradation
slow recovery"
0.02,0.34,14,0.001,5,"B fast degradation
slow recovery"
0.02,0.36,15,0.001,5,"B fast degradation
slow recovery"
0.02,0.38,15,0.001,5,"B fast degradation
slow recovery"
0.02,0.4,16,0.001,5,"B fast degradation
slow recovery"
0.02,0.42,16,0.001,5,"B fast degradation
slow recovery"
0.02,0.44,17,0.001,5,"B fast degradation
slow recovery"
0.02,0.46,18,0.001,5,"B fast degradation
slow recovery"
0.02,0.48,18,0.001,5,"B fast degradation
slow recovery"
0.02,0.5,19,0.001,5,"B fast degradation
slow recovery"
0.02,0.52,19,0.001,5,"B fast degradation
slow recovery"
0.02,0.54,19,0.001,5,"B fast degradation
slow recovery"
0.02,0.56,20,0.001,5,"B fast degradation
slow recovery"
0.02,0.58,20,0.001,5,"B fast degradation
slow recovery"
0.02,0.6,21,0.001,5,"B fast degradation
slow recovery"
0.02,0.62,21,0.001,5,"B fast degradation
slow recovery"
0.02,0.64,21,0.001,5,"B fast degradation
slow recovery"
0.02,0.66,22,0.001,5,"B fast degradation
slow recovery"
0.02,0.68,22,0.001,5,"B fast degradation
slow recovery"
0.02,0.7,22,0.001,5,"B fast degradation
slow recovery"
0.02,0.72,23,0.001,5,"B fast degradation
slow recovery"
0.02,0.74,23,0.001,5,"B fast degradation
slow recovery"
0.02,0.76,23,0.001,5,"B fast degradation
slow recovery"
0.02,0.78,24,0.001,5,"B fast degradation
slow recovery"
0.02,0.8,24,0.001,5,"B fast degradation
slow recovery"
0.02,0.82,24,0.001,5,"B fast degradation
slow recovery"
0.02,0.84,24,0.001,5,"B fast degradation
slow recovery"
0.02,0.86,25,0.001,5,"B fast degradation
slow recovery"
0.02,0.88,25,0.001,5,"B fast degradation
slow recovery"
0.02,0.9,25,0.001,5,"B fast degradation
slow recovery"
0.02,0.92,25,0.001,5,"B fast degradation
slow recovery"
0.02,0.94,26,0.001,5,"B fast degradation
slow recovery"
0.02,0.96,26,0.001,5,"B fast degradation
slow recovery"
0.02,0.98,26,0.001,5,"B fast degradation
slow recovery"
0.02,1,26,0.001,5,"B fast degradation
slow recovery"
0.04,0,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.02,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.04,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.06,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.08,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.1,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.12,0,0.001,5,"B fast degradation
slow recovery"
0.04,0.14,4,0.001,5,"B fast degradation
slow recovery"
0.04,0.16,8,0.001,5,"B fast degradation
slow recovery"
0.04,0.18,4,0.001,5,"B fast degradation
slow recovery"
0.04,0.2,6,0.001,5,"B fast degradation
slow recovery"
0.04,0.22,7,0.001,5,"B fast degradation
slow recovery"
0.04,0.24,9,0.001,5,"B fast degradation
slow recovery"
0.04,0.26,10,0.001,5,"B fast degradation
slow recovery"
0.04,0.28,11,0.001,5,"B fast degradation
slow recovery"
0.04,0.3,12,0.001,5,"B fast degradation
slow recovery"
0.04,0.32,13,0.001,5,"B fast degradation
slow recovery"
0.04,0.34,14,0.001,5,"B fast degradation
slow recovery"
0.04,0.36,14,0.001,5,"B fast degradation
slow recovery"
0.04,0.38,15,0.001,5,"B fast degradation
slow recovery"
0.04,0.4,16,0.001,5,"B fast degradation
slow recovery"
0.04,0.42,17,0.001,5,"B fast degradation
slow recovery"
0.04,0.44,17,0.001,5,"B fast degradation
slow recovery"
0.04,0.46,18,0.001,5,"B fast degradation
slow recovery"
0.04,0.48,18,0.001,5,"B fast degradation
slow recovery"
0.04,0.5,18,0.001,5,"B fast degradation
slow recovery"
0.04,0.52,19,0.001,5,"B fast degradation
slow recovery"
0.04,0.54,19,0.001,5,"B fast degradation
slow recovery"
0.04,0.56,20,0.001,5,"B fast degradation
slow recovery"
0.04,0.58,20,0.001,5,"B fast degradation
slow recovery"
0.04,0.6,21,0.001,5,"B fast degradation
slow recovery"
0.04,0.62,21,0.001,5,"B fast degradation
slow recovery"
0.04,0.64,21,0.001,5,"B fast degradation
slow recovery"
0.04,0.66,22,0.001,5,"B fast degradation
slow recovery"
0.04,0.68,22,0.001,5,"B fast degradation
slow recovery"
0.04,0.7,22,0.001,5,"B fast degradation
slow recovery"
0.04,0.72,23,0.001,5,"B fast degradation
slow recovery"
0.04,0.74,23,0.001,5,"B fast degradation
slow recovery"
0.04,0.76,23,0.001,5,"B fast degradation
slow recovery"
0.04,0.78,24,0.001,5,"B fast degradation
slow recovery"
0.04,0.8,24,0.001,5,"B fast degradation
slow recovery"
0.04,0.82,24,0.001,5,"B fast degradation
slow recovery"
0.04,0.84,24,0.001,5,"B fast degradation
slow recovery"
0.04,0.86,25,0.001,5,"B fast degradation
slow recovery"
0.04,0.88,25,0.001,5,"B fast degradation
slow recovery"
0.04,0.9,25,0.001,5,"B fast degradation
slow recovery"
0.04,0.92,25,0.001,5,"B fast degradation
slow recovery"
0.04,0.94,26,0.001,5,"B fast degradation
slow recovery"
0.04,0.96,26,0.001,5,"B fast degradation
slow recovery"
0.04,0.98,26,0.001,5,"B fast degradation
slow recovery"
0.04,1,26,0.001,5,"B fast degradation
slow recovery"
0.06,0,0,0.001,5,"B fast degradation
slow recovery"
0.06,0.02,0,0.001,5,"B fast degradation
slow recovery"
0.06,0.04,0,0.001,5,"B fast degradation
slow recovery"
0.06,0.06,0,0.001,5,"B fast degradation
slow recovery"
0.06,0.08,1,0.001,5,"B fast degradation
slow recovery"
0.06,0.1,6,0.001,5,"B fast degradation
slow recovery"
0.06,0.12,2,0.001,5,"B fast degradation
slow recovery"
0.06,0.14,4,0.001,5,"B fast degradation
slow recovery"
0.06,0.16,6,0.001,5,"B fast degradation
slow recovery"
0.06,0.18,8,0.001,5,"B fast degradation
slow recovery"
0.06,0.2,9,0.001,5,"B fast degradation
slow recovery"
0.06,0.22,11,0.001,5,"B fast degradation
slow recovery"
0.06,0.24,11,0.001,5,"B fast degradation
slow recovery"
0.06,0.26,13,0.001,5,"B fast degradation
slow recovery"
0.06,0.28,13,0.001,5,"B fast degradation
slow recovery"
0.06,0.3,14,0.001,5,"B fast degradation
slow recovery"
0.06,0.32,15,0.001,5,"B fast degradation
slow recovery"
0.06,0.34,16,0.001,5,"B fast degradation
slow recovery"
0.06,0.36,16,0.001,5,"B fast degradation
slow recovery"
0.06,0.38,17,0.001,5,"B fast degradation
slow recovery"
0.06,0.4,17,0.001,5,"B fast degradation
slow recovery"
0.06,0.42,18,0.001,5,"B fast degradation
slow recovery"
0.06,0.44,18,0.001,5,"B fast degradation
slow recovery"
0.06,0.46,19,0.001,5,"B fast degradation
slow recovery"
0.06,0.48,19,0.001,5,"B fast degradation
slow recovery"
0.06,0.5,20,0.001,5,"B fast degradation
slow recovery"
0.06,0.52,20,0.001,5,"B fast degradation
slow recovery"
0.06,0.54,21,0.001,5,"B fast degradation
slow recovery"
0.06,0.56,21,0.001,5,"B fast degradation
slow recovery"
0.06,0.58,21,0.001,5,"B fast degradation
slow recovery"
0.06,0.6,21,0.001,5,"B fast degradation
slow recovery"
0.06,0.62,22,0.001,5,"B fast degradation
slow recovery"
0.06,0.64,22,0.001,5,"B fast degradation
slow recovery"
0.06,0.66,22,0.001,5,"B fast degradation
slow recovery"
0.06,0.68,23,0.001,5,"B fast degradation
slow recovery"
0.06,0.7,23,0.001,5,"B fast degradation
slow recovery"
0.06,0.72,24,0.001,5,"B fast degradation
slow recovery"
0.06,0.74,24,0.001,5,"B fast degradation
slow recovery"
0.06,0.76,24,0.001,5,"B fast degradation
slow recovery"
0.06,0.78,24,0.001,5,"B fast degradation
slow recovery"
0.06,0.8,25,0.001,5,"B fast degradation
slow recovery"
0.06,0.82,25,0.001,5,"B fast degradation
slow recovery"
0.06,0.84,25,0.001,5,"B fast degradation
slow recovery"
0.06,0.86,25,0.001,5,"B fast degradation
slow recovery"
0.06,0.88,25,0.001,5,"B fast degradation
slow recovery"
0.06,0.9,26,0.001,5,"B fast degradation
slow recovery"
0.06,0.92,26,0.001,5,"B fast degradation
slow recovery"
0.06,0.94,26,0.001,5,"B fast degradation
slow recovery"
0.06,0.96,27,0.001,5,"B fast degradation
slow recovery"
0.06,0.98,27,0.001,5,"B fast degradation
slow recovery"
0.06,1,27,0.001,5,"B fast degradation
slow recovery"
0.08,0,6,0.001,5,"B fast degradation
slow recovery"
0.08,0.02,7,0.001,5,"B fast degradation
slow recovery"
0.08,0.04,7,0.001,5,"B fast degradation
slow recovery"
0.08,0.06,2,0.001,5,"B fast degradation
slow recovery"
0.08,0.08,4,0.001,5,"B fast degradation
slow recovery"
0.08,0.1,5,0.001,5,"B fast degradation
slow recovery"
0.08,0.12,7,0.001,5,"B fast degradation
slow recovery"
0.08,0.14,9,0.001,5,"B fast degradation
slow recovery"
0.08,0.16,10,0.001,5,"B fast degradation
slow recovery"
0.08,0.18,11,0.001,5,"B fast degradation
slow recovery"
0.08,0.2,12,0.001,5,"B fast degradation
slow recovery"
0.08,0.22,13,0.001,5,"B fast degradation
slow recovery"
0.08,0.24,14,0.001,5,"B fast degradation
slow recovery"
0.08,0.26,14,0.001,5,"B fast degradation
slow recovery"
0.08,0.28,15,0.001,5,"B fast degradation
slow recovery"
0.08,0.3,16,0.001,5,"B fast degradation
slow recovery"
0.08,0.32,16,0.001,5,"B fast degradation
slow recovery"
0.08,0.34,17,0.001,5,"B fast degradation
slow recovery"
0.08,0.36,17,0.001,5,"B fast degradation
slow recovery"
0.08,0.38,18,0.001,5,"B fast degradation
slow recovery"
0.08,0.4,18,0.001,5,"B fast degradation
slow recovery"
0.08,0.42,19,0.001,5,"B fast degradation
slow recovery"
0.08,0.44,19,0.001,5,"B fast degradation
slow recovery"
0.08,0.46,20,0.001,5,"B fast degradation
slow recovery"
0.08,0.48,20,0.001,5,"B fast degradation
slow recovery"
0.08,0.5,21,0.001,5,"B fast degradation
slow recovery"
0.08,0.52,21,0.001,5,"B fast degradation
slow recovery"
0.08,0.54,21,0.001,5,"B fast degradation
slow recovery"
0.08,0.56,22,0.001,5,"B fast degradation
slow recovery"
0.08,0.58,22,0.001,5,"B fast degradation
slow recovery"
0.08,0.6,22,0.001,5,"B fast degradation
slow recovery"
0.08,0.62,23,0.001,5,"B fast degradation
slow recovery"
0.08,0.64,23,0.001,5,"B fast degradation
slow recovery"
0.08,0.66,23,0.001,5,"B fast degradation
slow recovery"
0.08,0.68,23,0.001,5,"B fast degradation
slow recovery"
0.08,0.7,24,0.001,5,"B fast degradation
slow recovery"
0.08,0.72,24,0.001,5,"B fast degradation
slow recovery"
0.08,0.74,24,0.001,5,"B fast degradation
slow recovery"
0.08,0.76,25,0.001,5,"B fast degradation
slow recovery"
0.08,0.78,25,0.001,5,"B fast degradation
slow recovery"
0.08,0.8,25,0.001,5,"B fast degradation
slow recovery"
0.08,0.82,25,0.001,5,"B fast degradation
slow recovery"
0.08,0.84,26,0.001,5,"B fast degradation
slow recovery"
0.08,0.86,26,0.001,5,"B fast degradation
slow recovery"
0.08,0.88,26,0.001,5,"B fast degradation
slow recovery"
0.08,0.9,26,0.001,5,"B fast degradation
slow recovery"
0.08,0.92,26,0.001,5,"B fast degradation
slow recovery"
0.08,0.94,27,0.001,5,"B fast degradation
slow recovery"
0.08,0.96,27,0.001,5,"B fast degradation
slow recovery"
0.08,0.98,27,0.001,5,"B fast degradation
slow recovery"
0.08,1,27,0.001,5,"B fast degradation
slow recovery"
0.1,0,7,0.001,5,"B fast degradation
slow recovery"
0.1,0.02,8,0.001,5,"B fast degradation
slow recovery"
0.1,0.04,8,0.001,5,"B fast degradation
slow recovery"
0.1,0.06,8,0.001,5,"B fast degradation
slow recovery"
0.1,0.08,9,0.001,5,"B fast degradation
slow recovery"
0.1,0.1,10,0.001,5,"B fast degradation
slow recovery"
0.1,0.12,11,0.001,5,"B fast degradation
slow recovery"
0.1,0.14,12,0.001,5,"B fast degradation
slow recovery"
0.1,0.16,13,0.001,5,"B fast degradation
slow recovery"
0.1,0.18,14,0.001,5,"B fast degradation
slow recovery"
0.1,0.2,14,0.001,5,"B fast degradation
slow recovery"
0.1,0.22,15,0.001,5,"B fast degradation
slow recovery"
0.1,0.24,16,0.001,5,"B fast degradation
slow recovery"
0.1,0.26,17,0.001,5,"B fast degradation
slow recovery"
0.1,0.28,17,0.001,5,"B fast degradation
slow recovery"
0.1,0.3,18,0.001,5,"B fast degradation
slow recovery"
0.1,0.32,18,0.001,5,"B fast degradation
slow recovery"
0.1,0.34,19,0.001,5,"B fast degradation
slow recovery"
0.1,0.36,19,0.001,5,"B fast degradation
slow recovery"
0.1,0.38,20,0.001,5,"B fast degradation
slow recovery"
0.1,0.4,20,0.001,5,"B fast degradation
slow recovery"
0.1,0.42,20,0.001,5,"B fast degradation
slow recovery"
0.1,0.44,21,0.001,5,"B fast degradation
slow recovery"
0.1,0.46,21,0.001,5,"B fast degradation
slow recovery"
0.1,0.48,21,0.001,5,"B fast degradation
slow recovery"
0.1,0.5,22,0.001,5,"B fast degradation
slow recovery"
0.1,0.52,22,0.001,5,"B fast degradation
slow recovery"
0.1,0.54,23,0.001,5,"B fast degradation
slow recovery"
0.1,0.56,23,0.001,5,"B fast degradation
slow recovery"
0.1,0.58,23,0.001,5,"B fast degradation
slow recovery"
0.1,0.6,23,0.001,5,"B fast degradation
slow recovery"
0.1,0.62,24,0.001,5,"B fast degradation
slow recovery"
0.1,0.64,24,0.001,5,"B fast degradation
slow recovery"
0.1,0.66,24,0.001,5,"B fast degradation
slow recovery"
0.1,0.68,25,0.001,5,"B fast degradation
slow recovery"
0.1,0.7,25,0.001,5,"B fast degradation
slow recovery"
0.1,0.72,25,0.001,5,"B fast degradation
slow recovery"
0.1,0.74,25,0.001,5,"B fast degradation
slow recovery"
0.1,0.76,25,0.001,5,"B fast degradation
slow recovery"
0.1,0.78,26,0.001,5,"B fast degradation
slow recovery"
0.1,0.8,26,0.001,5,"B fast degradation
slow recovery"
0.1,0.82,26,0.001,5,"B fast degradation
slow recovery"
0.1,0.84,26,0.001,5,"B fast degradation
slow recovery"
0.1,0.86,27,0.001,5,"B fast degradation
slow recovery"
