"","belief_benef_low","belief_benef_high","value_AM_infty","max_invest"
"1475",0.56,0.92,6.93323034482759,35.8688623825829
"1476",0.56,0.94,6.94692275862069,36.0084428233642
"1477",0.56,0.96,6.96061517241379,36.1460002716225
"1478",0.56,0.98,6.9743075862069,36.2815925305941
"1479",0.56,1,6.988,36.4152749609407
"1480",0.58,0,6.4337556561086,28.48993822042
"1481",0.58,0.02,6.4337556561086,28.48993822042
"1482",0.58,0.04,6.4337556561086,28.48993822042
"1483",0.58,0.06,6.4337556561086,28.48993822042
"1484",0.58,0.08,6.4337556561086,28.48993822042
"1485",0.58,0.1,6.4337556561086,28.48993822042
"1486",0.58,0.12,6.4337556561086,28.48993822042
"1487",0.58,0.14,6.4337556561086,28.48993822042
"1488",0.58,0.16,6.44188,28.6697634275088
"1489",0.58,0.18,6.45574,28.9688908223792
"1490",0.58,0.2,6.4696,29.2588781795065
"1491",0.58,0.22,6.48346,29.5402675373938
"1492",0.58,0.24,6.49732,29.8135541024987
"1493",0.58,0.26,6.51118,30.0791914935904
"1494",0.58,0.28,6.52504,30.3375962719601
"1495",0.58,0.3,6.5389,30.589151871098
"1496",0.58,0.32,6.55276,30.8342120189006
"1497",0.58,0.34,6.56662,31.0731037290757
"1498",0.58,0.36,6.58048,31.3061299252257
"1499",0.58,0.38,6.59434,31.5335717504404
"1500",0.58,0.4,6.6082,31.7556906065713
"1501",0.58,0.42,6.62206,31.9727299602873
"1502",0.58,0.44,6.63592,32.1849169472028
"1503",0.58,0.46,6.64978,32.3924638005796
"1504",0.58,0.48,6.66364,32.5955691271311
"1505",0.58,0.5,6.6775,32.7944190491542
"1506",0.58,0.52,6.69136,32.989188229451
"1507",0.58,0.54,6.70522,33.1800407931846
"1508",0.58,0.56,6.71908,33.3671311588614
"1509",0.58,0.58,6.73294,33.5506047889824
"1510",0.58,0.6,6.7468,33.7305988695047
"1511",0.58,0.62,6.76066,33.9072429260657
"1512",0.58,0.64,6.77452,34.0806593839028
"1513",0.58,0.66,6.78838,34.2509640775315
"1514",0.58,0.68,6.80224,34.418266715497
"1515",0.58,0.7,6.8161,34.5826713048685
"1516",0.58,0.72,6.82996,34.7442765395907
"1517",0.58,0.74,6.84382,34.9031761563217
"1518",0.58,0.76,6.85768,35.0594592609728
"1519",0.58,0.78,6.87154,35.2132106287948
"1520",0.58,0.8,6.8854,35.3645109805446
"1521",0.58,0.82,6.89926,35.5134372369823
"1522",0.58,0.84,6.91312,35.660062753708
"1523",0.58,0.86,6.92698,35.8044575381338
"1524",0.58,0.88,6.94084,35.9466884501966
"1525",0.58,0.9,6.9547,36.0868193882532
"1526",0.58,0.92,6.96856,36.2249114614498
"1527",0.58,0.94,6.98242,36.361023149732
"1528",0.58,0.96,6.99628,36.4952104525415
"1529",0.58,0.98,7.01014,36.6275270271481
"1530",0.58,1,7.024,36.7580243174706
"1531",0.6,0,6.46296056884292,29.1210690031238
"1532",0.6,0.02,6.46296056884292,29.1210690031238
"1533",0.6,0.04,6.46296056884292,29.1210690031238
"1534",0.6,0.06,6.46296056884292,29.1210690031238
"1535",0.6,0.08,6.46296056884292,29.1210690031238
"1536",0.6,0.1,6.46296056884292,29.1210690031238
"1537",0.6,0.12,6.46296056884292,29.1210690031238
"1538",0.6,0.14,6.46296056884292,29.1210690031238
"1539",0.6,0.16,6.47084137931035,29.2844238965083
"1540",0.6,0.18,6.48486896551724,29.5684110839083
"1541",0.6,0.2,6.49889655172414,29.8441473585154
"1542",0.6,0.22,6.51292413793103,30.1120986560401
"1543",0.6,0.24,6.52695172413793,30.372692525917
"1544",0.6,0.26,6.54097931034483,30.6263222354699
"1545",0.6,0.28,6.55500689655172,30.8733503398183
"1546",0.6,0.3,6.56903448275862,31.1141117988668
"1547",0.6,0.32,6.58306206896552,31.34891670863
"1548",0.6,0.34,6.59708965517241,31.5780527027739
"1549",0.6,0.36,6.61111724137931,31.8017870710328
"1550",0.6,0.38,6.62514482758621,32.0203686336321
"1551",0.6,0.4,6.6391724137931,32.2340294046859
"1552",0.6,0.42,6.6532,32.4429860724483
"1553",0.6,0.44,6.6672275862069,32.6474413200986
"1554",0.6,0.46,6.68125517241379,32.8475850072394
"1555",0.6,0.48,6.69528275862069,33.0435952293723
"1556",0.6,0.5,6.70931034482759,33.2356392701677
"1557",0.6,0.52,6.72333793103448,33.4238744592877
"1558",0.6,0.54,6.73736551724138,33.6084489467863
