0.8,0.8,0.001,0,1e-04,2
0.8,0.8,0.002,0,1e-04,2
0.8,0.8,0.003,3,1e-04,2
0.8,0.8,0.004,5,1e-04,2
0.8,0.8,0.005,7,1e-04,2
0.8,0.8,0.006,9,1e-04,2
0.8,0.8,0.007,11,1e-04,2
0.8,0.8,0.008,12,1e-04,2
0.8,0.8,0.009,13,1e-04,2
0.8,0.8,0.01,14,1e-04,2
0.8,0.8,0.02,21,1e-04,2
0.8,0.8,0.03,25,1e-04,2
0.8,0.8,0.04,28,1e-04,2
0.8,0.8,0.05,30,1e-04,2
0.8,0.8,0.06,32,1e-04,2
0.8,0.8,0.07,33,1e-04,2
0.8,0.8,0.08,35,1e-04,2
0.8,0.8,0.09,36,1e-04,2
0.8,0.8,0.1,37,1e-04,2
0.8,0.8,0.2,45,1e-04,2
0.8,0.8,0.3,50,1e-04,2
0.8,0.8,0.4,54,1e-04,2
0.8,0.8,0.5,58,1e-04,2
0.8,0.8,0.6,62,1e-04,2
0.8,0.8,0.7,66,1e-04,2
0.8,0.8,0.8,71,1e-04,2
0.8,0.8,0.9,79,1e-04,2
0.8,0.8,0.95,86,1e-04,2
0.8,0.8,0.001,0,0.001,2
0.8,0.8,0.002,0,0.001,2
0.8,0.8,0.003,0,0.001,2
0.8,0.8,0.004,0,0.001,2
0.8,0.8,0.005,0,0.001,2
0.8,0.8,0.006,0,0.001,2
0.8,0.8,0.007,0,0.001,2
0.8,0.8,0.008,0,0.001,2
0.8,0.8,0.009,0,0.001,2
0.8,0.8,0.01,0,0.001,2
0.8,0.8,0.02,5,0.001,2
0.8,0.8,0.03,9,0.001,2
0.8,0.8,0.04,12,0.001,2
0.8,0.8,0.05,14,0.001,2
0.8,0.8,0.06,16,0.001,2
0.8,0.8,0.07,17,0.001,2
0.8,0.8,0.08,19,0.001,2
0.8,0.8,0.09,20,0.001,2
0.8,0.8,0.1,21,0.001,2
0.8,0.8,0.2,29,0.001,2
0.8,0.8,0.3,34,0.001,2
0.8,0.8,0.4,38,0.001,2
0.8,0.8,0.5,42,0.001,2
0.8,0.8,0.6,46,0.001,2
0.8,0.8,0.7,50,0.001,2
0.8,0.8,0.8,55,0.001,2
0.8,0.8,0.9,63,0.001,2
0.8,0.8,0.95,70,0.001,2
0.8,0.8,0.001,0,0.01,2
0.8,0.8,0.002,0,0.01,2
0.8,0.8,0.003,0,0.01,2
0.8,0.8,0.004,0,0.01,2
0.8,0.8,0.005,0,0.01,2
0.8,0.8,0.006,0,0.01,2
0.8,0.8,0.007,0,0.01,2
0.8,0.8,0.008,0,0.01,2
0.8,0.8,0.009,0,0.01,2
0.8,0.8,0.01,0,0.01,2
0.8,0.8,0.02,0,0.01,2
0.8,0.8,0.03,0,0.01,2
0.8,0.8,0.04,0,0.01,2
0.8,0.8,0.05,0,0.01,2
0.8,0.8,0.06,0,0.01,2
0.8,0.8,0.07,0,0.01,2
0.8,0.8,0.08,0,0.01,2
0.8,0.8,0.09,0,0.01,2
0.8,0.8,0.1,0,0.01,2
0.8,0.8,0.2,4,0.01,2
0.8,0.8,0.3,10,0.01,2
0.8,0.8,0.4,14,0.01,2
0.8,0.8,0.5,18,0.01,2
0.8,0.8,0.6,21,0.01,2
0.8,0.8,0.7,26,0.01,2
0.8,0.8,0.8,31,0.01,2
0.8,0.8,0.9,38,0.01,2
0.8,0.8,0.95,46,0.01,2
0.8,0.8,0.001,0,0.1,2
0.8,0.8,0.002,0,0.1,2
0.8,0.8,0.003,0,0.1,2
0.8,0.8,0.004,0,0.1,2
0.8,0.8,0.005,0,0.1,2
0.8,0.8,0.006,0,0.1,2
0.8,0.8,0.007,0,0.1,2
0.8,0.8,0.008,0,0.1,2
0.8,0.8,0.009,0,0.1,2
0.8,0.8,0.01,0,0.1,2
0.8,0.8,0.02,0,0.1,2
0.8,0.8,0.03,0,0.1,2
0.8,0.8,0.04,0,0.1,2
0.8,0.8,0.05,0,0.1,2
0.8,0.8,0.06,0,0.1,2
0.8,0.8,0.07,0,0.1,2
0.8,0.8,0.08,0,0.1,2
0.8,0.8,0.09,0,0.1,2
0.8,0.8,0.1,0,0.1,2
0.8,0.8,0.2,0,0.1,2
0.8,0.8,0.3,0,0.1,2
0.8,0.8,0.4,0,0.1,2
0.8,0.8,0.5,0,0.1,2
0.8,0.8,0.6,0,0.1,2
0.8,0.8,0.7,0,0.1,2
0.8,0.8,0.8,0,0.1,2
0.8,0.8,0.9,0,0.1,2
0.8,0.8,0.95,0,0.1,2
