"belief_benef_low","belief_benef_high","value_AM_infty","max_invest","policy"
0.04,0.74,7.61497706422018,23.3051137473411,"2-2"
0.04,0.76,7.62344036697248,23.6261846643258,"2-2"
0.04,0.78,7.63190366972477,23.9367487877362,"2-2"
0.04,0.8,7.64036697247706,24.2374720365573,"2-2"
0.04,0.82,7.64883027522936,24.5289589608105,"2-2"
0.04,0.84,7.65729357798165,24.8117600581105,"2-2"
0.04,0.86,7.66575688073395,25.0863780313359,"2-2"
0.04,0.88,7.67422018348624,25.3532731661461,"2-2"
0.04,0.9,7.68268348623853,25.6128679728462,"2-2"
0.04,0.92,7.69114678899083,25.865551210154,"2-2"
0.04,0.94,7.69961009174312,26.1116813870793,"2-2"
0.04,0.96,7.70807339449541,26.3515898220919,"2-2"
0.04,0.98,7.71653669724771,26.5855833250885,"2-2"
0.04,1,7.725,26.8139465566284,"2-2"
0.06,0,7.36,0,"1-1"
0.06,0.02,7.36,0,"1-1"
0.06,0.04,7.36,0,"1-1"
0.06,0.06,7.36,0,"1-1"
0.06,0.08,7.36,0,"1-1"
0.06,0.1,7.36,0,"1-1"
0.06,0.12,7.36,0,"1-1"
0.06,0.14,7.36107798165138,0,"2-2"
0.06,0.16,7.36954128440367,0,"2-2"
0.06,0.18,7.37800458715596,0,"2-2"
0.06,0.2,7.38646788990826,0,"2-2"
0.06,0.22,7.39493119266055,1.95184218469292,"2-2"
0.06,0.24,7.40339449541284,4.63263715667159,"2-2"
0.06,0.26,7.41185779816514,6.7206212570107,"2-2"
0.06,0.28,7.42032110091743,8.43107582724248,"2-2"
0.06,0.3,7.42878440366972,9.87984272303631,"2-2"
0.06,0.32,7.43724770642202,11.1364710566579,"2-2"
0.06,0.34,7.44571100917431,12.2460082006244,"2-2"
0.06,0.36,7.45417431192661,13.2393086881909,"2-2"
0.06,0.38,7.4626376146789,14.1384337847969,"2-2"
0.06,0.4,7.47110091743119,14.959704838944,"2-2"
0.06,0.42,7.47956422018349,15.7155365566308,"2-2"
0.06,0.44,7.48802752293578,16.4155921781608,"2-2"
0.06,0.46,7.49649082568807,17.067540914831,"2-2"
0.06,0.48,7.50495412844037,17.6775714460773,"2-2"
0.06,0.5,7.51341743119266,18.2507500743882,"2-2"
0.06,0.52,7.52188073394495,18.7912767275863,"2-2"
0.06,0.54,7.53034403669725,19.3026718926973,"2-2"
0.06,0.56,7.53880733944954,19.787915702446,"2-2"
0.06,0.58,7.54727064220184,20.2495531577791,"2-2"
0.06,0.6,7.55573394495413,20.6897749226851,"2-2"
0.06,0.62,7.56419724770642,21.1104801955804,"2-2"
0.06,0.64,7.57266055045872,21.5133262265786,"2-2"
0.06,0.66,7.58112385321101,21.8997677461509,"2-2"
0.06,0.68,7.5895871559633,22.271088675441,"2-2"
0.06,0.7,7.5980504587156,22.6284278632134,"2-2"
0.06,0.72,7.60651376146789,22.9728001508191,"2-2"
0.06,0.74,7.61497706422018,23.3051137473411,"2-2"
0.06,0.76,7.62344036697248,23.6261846643258,"2-2"
0.06,0.78,7.63190366972477,23.9367487877362,"2-2"
0.06,0.8,7.64036697247707,24.2374720365574,"2-2"
0.06,0.82,7.64883027522936,24.5289589608105,"2-2"
0.06,0.84,7.65729357798165,24.8117600581105,"2-2"
0.06,0.86,7.66575688073395,25.0863780313359,"2-2"
0.06,0.88,7.67422018348624,25.3532731661461,"2-2"
0.06,0.9,7.68268348623853,25.6128679728462,"2-2"
0.06,0.92,7.69114678899083,25.865551210154,"2-2"
0.06,0.94,7.69961009174312,26.1116813870793,"2-2"
0.06,0.96,7.70807339449541,26.3515898220918,"2-2"
0.06,0.98,7.71653669724771,26.5855833250885,"2-2"
0.06,1,7.725,26.8139465566284,"2-2"
0.08,0,7.36,0,"1-1"
0.08,0.02,7.36,0,"1-1"
0.08,0.04,7.36,0,"1-1"
0.08,0.06,7.36,0,"1-1"
0.08,0.08,7.36,0,"1-1"
0.08,0.1,7.36,0,"1-1"
0.08,0.12,7.36,0,"1-1"
0.08,0.14,7.36107798165138,0,"2-2"
0.08,0.16,7.36954128440367,0,"2-2"
0.08,0.18,7.37800458715596,0,"2-2"
0.08,0.2,7.38646788990826,0,"2-2"
0.08,0.22,7.39493119266055,1.95184218469292,"2-2"
0.08,0.24,7.40339449541285,4.63263715667159,"2-2"
0.08,0.26,7.41185779816514,6.72062125701104,"2-2"
0.08,0.28,7.42032110091743,8.43107582724248,"2-2"
0.08,0.3,7.42878440366973,9.8798427230368,"2-2"
0.08,0.32,7.43724770642202,11.1364710566579,"2-2"
0.08,0.34,7.44571100917431,12.2460082006246,"2-2"
0.08,0.36,7.45417431192661,13.2393086881909,"2-2"
0.08,0.38,7.4626376146789,14.1384337847969,"2-2"
0.08,0.4,7.47110091743119,14.959704838944,"2-2"
0.08,0.42,7.47956422018349,15.7155365566308,"2-2"
0.08,0.44,7.48802752293578,16.4155921781608,"2-2"
0.08,0.46,7.49649082568808,17.0675409148312,"2-2"
0.08,0.48,7.50495412844037,17.6775714460774,"2-2"
0.08,0.5,7.51341743119266,18.2507500743882,"2-2"
0.08,0.52,7.52188073394496,18.7912767275863,"2-2"
0.08,0.54,7.53034403669725,19.3026718926973,"2-2"
0.08,0.56,7.53880733944954,19.787915702446,"2-2"
0.08,0.58,7.54727064220184,20.2495531577791,"2-2"
0.08,0.6,7.55573394495413,20.6897749226851,"2-2"
0.08,0.62,7.56419724770642,21.1104801955805,"2-2"
0.08,0.64,7.57266055045872,21.5133262265786,"2-2"
0.08,0.66,7.58112385321101,21.899767746151,"2-2"
0.08,0.68,7.5895871559633,22.2710886754411,"2-2"
0.08,0.7,7.5980504587156,22.6284278632134,"2-2"
0.08,0.72,7.60651376146789,22.9728001508192,"2-2"
0.08,0.74,7.61497706422019,23.3051137473412,"2-2"
0.08,0.76,7.62344036697248,23.6261846643258,"2-2"
0.08,0.78,7.63190366972477,23.9367487877362,"2-2"
0.08,0.8,7.64036697247707,24.2374720365574,"2-2"
0.08,0.82,7.64883027522936,24.5289589608105,"2-2"
0.08,0.84,7.65729357798165,24.8117600581106,"2-2"
0.08,0.86,7.66575688073395,25.0863780313359,"2-2"
0.08,0.88,7.67422018348624,25.3532731661461,"2-2"
0.08,0.9,7.68268348623853,25.6128679728462,"2-2"
0.08,0.92,7.69114678899083,25.8655512101541,"2-2"
0.08,0.94,7.69961009174312,26.1116813870793,"2-2"
0.08,0.96,7.70807339449541,26.3515898220919,"2-2"
0.08,0.98,7.71653669724771,26.5855833250886,"2-2"
0.08,1,7.725,26.8139465566284,"2-2"
0.1,0,7.36,0,"1-1"
0.1,0.02,7.36,0,"1-1"
0.1,0.04,7.36,0,"1-1"
0.1,0.06,7.36,0,"1-1"
0.1,0.08,7.36,0,"1-1"
0.1,0.1,7.36,0,"1-1"
0.1,0.12,7.36,0,"1-1"
0.1,0.14,7.36107798165138,0,"2-2"
0.1,0.16,7.36954128440367,0,"2-2"
0.1,0.18,7.37800458715597,0,"2-2"
0.1,0.2,7.38646788990826,0,"2-2"
0.1,0.22,7.39493119266055,1.95184218469349,"2-2"
0.1,0.24,7.40339449541285,4.63263715667159,"2-2"
0.1,0.26,7.41185779816514,6.72062125701104,"2-2"
0.1,0.28,7.42032110091743,8.43107582724248,"2-2"
0.1,0.3,7.42878440366973,9.8798427230368,"2-2"
0.1,0.32,7.43724770642202,11.1364710566579,"2-2"
0.1,0.34,7.44571100917431,12.2460082006246,"2-2"
0.1,0.36,7.45417431192661,13.2393086881909,"2-2"
0.1,0.38,7.4626376146789,14.1384337847969,"2-2"
0.1,0.4,7.47110091743119,14.9597048389442,"2-2"
0.1,0.42,7.47956422018349,15.7155365566308,"2-2"
0.1,0.44,7.48802752293578,16.4155921781608,"2-2"
0.1,0.46,7.49649082568808,17.0675409148312,"2-2"
0.1,0.48,7.50495412844037,17.6775714460774,"2-2"
0.1,0.5,7.51341743119266,18.2507500743883,"2-2"
0.1,0.52,7.52188073394496,18.7912767275863,"2-2"
0.1,0.54,7.53034403669725,19.3026718926973,"2-2"
0.1,0.56,7.53880733944954,19.7879157024461,"2-2"
0.1,0.58,7.54727064220184,20.2495531577791,"2-2"
0.1,0.6,7.55573394495413,20.6897749226852,"2-2"
0.1,0.62,7.56419724770642,21.1104801955804,"2-2"
0.1,0.64,7.57266055045872,21.5133262265786,"2-2"
0.1,0.66,7.58112385321101,21.899767746151,"2-2"
0.1,0.68,7.5895871559633,22.2710886754411,"2-2"
0.1,0.7,7.5980504587156,22.6284278632134,"2-2"
0.1,0.72,7.60651376146789,22.9728001508191,"2-2"
0.1,0.74,7.61497706422018,23.3051137473411,"2-2"
0.1,0.76,7.62344036697248,23.6261846643258,"2-2"
0.1,0.78,7.63190366972477,23.9367487877362,"2-2"
0.1,0.8,7.64036697247707,24.2374720365574,"2-2"
0.1,0.82,7.64883027522936,24.5289589608105,"2-2"
0.1,0.84,7.65729357798165,24.8117600581105,"2-2"
0.1,0.86,7.66575688073395,25.0863780313359,"2-2"
0.1,0.88,7.67422018348624,25.3532731661461,"2-2"
0.1,0.9,7.68268348623853,25.6128679728462,"2-2"
0.1,0.92,7.69114678899083,25.865551210154,"2-2"
0.1,0.94,7.69961009174312,26.1116813870793,"2-2"
0.1,0.96,7.70807339449541,26.3515898220919,"2-2"
0.1,0.98,7.71653669724771,26.5855833250886,"2-2"
0.1,1,7.725,26.8139465566284,"2-2"
0.12,0,7.36,0,"1-1"
0.12,0.02,7.36,0,"1-1"
0.12,0.04,7.36,0,"1-1"
0.12,0.06,7.36,0,"1-1"
0.12,0.08,7.36,0,"1-1"
0.12,0.1,7.36,0,"1-1"
0.12,0.12,7.36,0,"1-1"
0.12,0.14,7.36107798165138,0,"2-2"
0.12,0.16,7.36954128440367,0,"2-2"
0.12,0.18,7.37800458715596,0,"2-2"
0.12,0.2,7.38646788990826,0,"2-2"
0.12,0.22,7.39493119266055,1.95184218469349,"2-2"
0.12,0.24,7.40339449541285,4.63263715667159,"2-2"
0.12,0.26,7.41185779816514,6.72062125701104,"2-2"
0.12,0.28,7.42032110091743,8.43107582724248,"2-2"
0.12,0.3,7.42878440366973,9.8798427230368,"2-2"
0.12,0.32,7.43724770642202,11.1364710566579,"2-2"
0.12,0.34,7.44571100917431,12.2460082006246,"2-2"
0.12,0.36,7.45417431192661,13.2393086881907,"2-2"
0.12,0.38,7.4626376146789,14.1384337847969,"2-2"
0.12,0.4,7.47110091743119,14.959704838944,"2-2"
0.12,0.42,7.47956422018349,15.7155365566308,"2-2"
0.12,0.44,7.48802752293578,16.4155921781608,"2-2"
0.12,0.46,7.49649082568807,17.067540914831,"2-2"
0.12,0.48,7.50495412844037,17.6775714460773,"2-2"
0.12,0.5,7.51341743119266,18.2507500743882,"2-2"
0.12,0.52,7.52188073394496,18.7912767275863,"2-2"
0.12,0.54,7.53034403669725,19.3026718926973,"2-2"
0.12,0.56,7.53880733944954,19.787915702446,"2-2"
0.12,0.58,7.54727064220184,20.2495531577791,"2-2"
0.12,0.6,7.55573394495413,20.6897749226852,"2-2"
0.12,0.62,7.56419724770642,21.1104801955804,"2-2"
0.12,0.64,7.57266055045872,21.5133262265786,"2-2"
0.12,0.66,7.58112385321101,21.8997677461509,"2-2"
0.12,0.68,7.5895871559633,22.2710886754411,"2-2"
0.12,0.7,7.5980504587156,22.6284278632134,"2-2"
0.12,0.72,7.60651376146789,22.9728001508191,"2-2"
0.12,0.74,7.61497706422018,23.3051137473411,"2-2"
0.12,0.76,7.62344036697248,23.6261846643258,"2-2"
0.12,0.78,7.63190366972477,23.9367487877362,"2-2"
0.12,0.8,7.64036697247707,24.2374720365574,"2-2"
0.12,0.82,7.64883027522936,24.5289589608105,"2-2"
0.12,0.84,7.65729357798165,24.8117600581105,"2-2"
0.12,0.86,7.66575688073395,25.0863780313359,"2-2"
0.12,0.88,7.67422018348624,25.3532731661461,"2-2"
0.12,0.9,7.68268348623853,25.6128679728462,"2-2"
0.12,0.92,7.69114678899083,25.865551210154,"2-2"
0.12,0.94,7.69961009174312,26.1116813870793,"2-2"
0.12,0.96,7.70807339449541,26.3515898220919,"2-2"
0.12,0.98,7.71653669724771,26.5855833250885,"2-2"
0.12,1,7.725,26.8139465566284,"2-2"
0.14,0,7.36,0,"1-1"
0.14,0.02,7.36,0,"1-1"
0.14,0.04,7.36,0,"1-1"
0.14,0.06,7.36,0,"1-1"
0.14,0.08,7.36,0,"1-1"
0.14,0.1,7.36,0,"1-1"
0.14,0.12,7.36,0,"1-1"
0.14,0.14,7.36107798165138,0,"2-2"
0.14,0.16,7.36954128440367,0,"2-2"
0.14,0.18,7.37800458715596,0,"2-2"
0.14,0.2,7.38646788990826,0,"2-2"
0.14,0.22,7.39493119266055,1.95184218469292,"2-2"
0.14,0.24,7.40339449541285,4.63263715667159,"2-2"
0.14,0.26,7.41185779816514,6.72062125701104,"2-2"
0.14,0.28,7.42032110091743,8.43107582724248,"2-2"
0.14,0.3,7.42878440366973,9.8798427230368,"2-2"
0.14,0.32,7.43724770642202,11.1364710566579,"2-2"
0.14,0.34,7.44571100917431,12.2460082006244,"2-2"
0.14,0.36,7.45417431192661,13.2393086881909,"2-2"
0.14,0.38,7.4626376146789,14.138433784797,"2-2"
0.14,0.4,7.47110091743119,14.959704838944,"2-2"
0.14,0.42,7.47956422018349,15.7155365566308,"2-2"
0.14,0.44,7.48802752293578,16.4155921781608,"2-2"
0.14,0.46,7.49649082568808,17.0675409148312,"2-2"
0.14,0.48,7.50495412844037,17.6775714460774,"2-2"
0.14,0.5,7.51341743119266,18.2507500743882,"2-2"
0.14,0.52,7.52188073394496,18.7912767275863,"2-2"
0.14,0.54,7.53034403669725,19.3026718926973,"2-2"
0.14,0.56,7.53880733944954,19.787915702446,"2-2"
0.14,0.58,7.54727064220184,20.2495531577791,"2-2"
0.14,0.6,7.55573394495413,20.6897749226852,"2-2"
0.14,0.62,7.56419724770642,21.1104801955804,"2-2"
0.14,0.64,7.57266055045872,21.5133262265786,"2-2"
0.14,0.66,7.58112385321101,21.8997677461509,"2-2"
0.14,0.68,7.5895871559633,22.271088675441,"2-2"
0.14,0.7,7.5980504587156,22.6284278632134,"2-2"
0.14,0.72,7.60651376146789,22.9728001508191,"2-2"
0.14,0.74,7.61497706422018,23.3051137473411,"2-2"
0.14,0.76,7.62344036697248,23.6261846643258,"2-2"
0.14,0.78,7.63190366972477,23.9367487877362,"2-2"
0.14,0.8,7.64036697247707,24.2374720365574,"2-2"
0.14,0.82,7.64883027522936,24.5289589608105,"2-2"
0.14,0.84,7.65729357798165,24.8117600581105,"2-2"
0.14,0.86,7.66575688073395,25.0863780313359,"2-2"
0.14,0.88,7.67422018348624,25.3532731661461,"2-2"
0.14,0.9,7.68268348623853,25.6128679728462,"2-2"
0.14,0.92,7.69114678899083,25.865551210154,"2-2"
0.14,0.94,7.69961009174312,26.1116813870793,"2-2"
0.14,0.96,7.70807339449541,26.3515898220919,"2-2"
0.14,0.98,7.71653669724771,26.5855833250885,"2-2"
0.14,1,7.725,26.8139465566284,"2-2"
0.16,0,7.36,0,"1-1"
0.16,0.02,7.36,0,"1-1"
0.16,0.04,7.36,0,"1-1"
0.16,0.06,7.36,0,"1-1"
0.16,0.08,7.36,0,"1-1"
0.16,0.1,7.36,0,"1-1"
0.16,0.12,7.36,0,"1-1"
0.16,0.14,7.36107798165138,0,"2-2"
0.16,0.16,7.36954128440367,0,"2-2"
0.16,0.18,7.37800458715597,0,"2-2"
0.16,0.2,7.38646788990826,0,"2-2"
0.16,0.22,7.39493119266055,1.95184218469292,"2-2"
0.16,0.24,7.40339449541285,4.63263715667159,"2-2"
0.16,0.26,7.41185779816514,6.72062125701104,"2-2"
0.16,0.28,7.42032110091743,8.43107582724248,"2-2"
0.16,0.3,7.42878440366973,9.8798427230368,"2-2"
0.16,0.32,7.43724770642202,11.1364710566579,"2-2"
0.16,0.34,7.44571100917431,12.2460082006246,"2-2"
0.16,0.36,7.45417431192661,13.2393086881907,"2-2"
0.16,0.38,7.4626376146789,14.138433784797,"2-2"
0.16,0.4,7.47110091743119,14.959704838944,"2-2"
0.16,0.42,7.47956422018349,15.7155365566307,"2-2"
0.16,0.44,7.48802752293578,16.4155921781608,"2-2"
0.16,0.46,7.49649082568807,17.067540914831,"2-2"
0.16,0.48,7.50495412844037,17.6775714460774,"2-2"
0.16,0.5,7.51341743119266,18.2507500743882,"2-2"
0.16,0.52,7.52188073394495,18.7912767275862,"2-2"
0.16,0.54,7.53034403669725,19.3026718926973,"2-2"
0.16,0.56,7.53880733944954,19.787915702446,"2-2"
0.16,0.58,7.54727064220184,20.2495531577791,"2-2"
0.16,0.6,7.55573394495413,20.6897749226852,"2-2"
0.16,0.62,7.56419724770642,21.1104801955804,"2-2"
0.16,0.64,7.57266055045872,21.5133262265786,"2-2"
0.16,0.66,7.58112385321101,21.8997677461509,"2-2"
0.16,0.68,7.5895871559633,22.271088675441,"2-2"
0.16,0.7,7.5980504587156,22.6284278632134,"2-2"
0.16,0.72,7.60651376146789,22.9728001508191,"2-2"
0.16,0.74,7.61497706422019,23.3051137473411,"2-2"
0.16,0.76,7.62344036697248,23.6261846643258,"2-2"
0.16,0.78,7.63190366972477,23.9367487877362,"2-2"
0.16,0.8,7.64036697247707,24.2374720365574,"2-2"
0.16,0.82,7.64883027522936,24.5289589608105,"2-2"
0.16,0.84,7.65729357798165,24.8117600581105,"2-2"
0.16,0.86,7.66575688073395,25.0863780313359,"2-2"
0.16,0.88,7.67422018348624,25.3532731661461,"2-2"
0.16,0.9,7.68268348623853,25.6128679728462,"2-2"
0.16,0.92,7.69114678899083,25.865551210154,"2-2"
0.16,0.94,7.69961009174312,26.1116813870793,"2-2"
0.16,0.96,7.70807339449541,26.3515898220919,"2-2"
0.16,0.98,7.71653669724771,26.5855833250885,"2-2"
0.16,1,7.725,26.8139465566284,"2-2"
0.18,0,7.36,0,"1-1"
0.18,0.02,7.36,0,"1-1"
0.18,0.04,7.36,0,"1-1"
0.18,0.06,7.36,0,"1-1"
0.18,0.08,7.36,0,"1-1"
0.18,0.1,7.36,0,"1-1"
0.18,0.12,7.36,0,"1-1"
0.18,0.14,7.36107798165138,0,"2-2"
0.18,0.16,7.36954128440367,0,"2-2"
0.18,0.18,7.37800458715597,0,"2-2"
0.18,0.2,7.38646788990826,0,"2-2"
0.18,0.22,7.39493119266055,1.95184218469349,"2-2"
0.18,0.24,7.40339449541285,4.63263715667159,"2-2"
0.18,0.26,7.41185779816514,6.72062125701104,"2-2"
0.18,0.28,7.42032110091743,8.43107582724248,"2-2"
0.18,0.3,7.42878440366973,9.8798427230368,"2-2"
0.18,0.32,7.43724770642202,11.1364710566579,"2-2"
0.18,0.34,7.44571100917431,12.2460082006246,"2-2"
0.18,0.36,7.45417431192661,13.2393086881909,"2-2"
0.18,0.38,7.4626376146789,14.138433784797,"2-2"
0.18,0.4,7.47110091743119,14.9597048389442,"2-2"
0.18,0.42,7.47956422018349,15.7155365566308,"2-2"
0.18,0.44,7.48802752293578,16.4155921781608,"2-2"
0.18,0.46,7.49649082568808,17.0675409148312,"2-2"
0.18,0.48,7.50495412844037,17.6775714460774,"2-2"
0.18,0.5,7.51341743119266,18.2507500743882,"2-2"
0.18,0.52,7.52188073394496,18.7912767275863,"2-2"
0.18,0.54,7.53034403669725,19.3026718926973,"2-2"
0.18,0.56,7.53880733944954,19.787915702446,"2-2"
0.18,0.58,7.54727064220184,20.2495531577791,"2-2"
0.18,0.6,7.55573394495413,20.6897749226852,"2-2"
0.18,0.62,7.56419724770642,21.1104801955805,"2-2"
0.18,0.64,7.57266055045872,21.5133262265786,"2-2"
0.18,0.66,7.58112385321101,21.8997677461509,"2-2"
0.18,0.68,7.5895871559633,22.2710886754411,"2-2"
0.18,0.7,7.5980504587156,22.6284278632134,"2-2"
0.18,0.72,7.60651376146789,22.9728001508191,"2-2"
0.18,0.74,7.61497706422018,23.305113747341,"2-2"
0.18,0.76,7.62344036697248,23.6261846643259,"2-2"
0.18,0.78,7.63190366972477,23.9367487877362,"2-2"
0.18,0.8,7.64036697247707,24.2374720365574,"2-2"
0.18,0.82,7.64883027522936,24.5289589608105,"2-2"
0.18,0.84,7.65729357798165,24.8117600581106,"2-2"
