"belief_benef_low","belief_benef_high","max_invest","value_AM_infty","policy"
0,0,0,7.36,"1-1"
0,0.02,0,7.360006,"1-1"
0,0.04,0,7.360012,"1-1"
0,0.06,0,7.360018,"1-1"
0,0.08,0,7.360024,"1-1"
0,0.1,0,7.364205,"1-2"
0,0.12,0,7.37037544,"1-2"
0,0.14,0,7.3765458,"1-2"
0,0.16,1,7.3827252,"1-2"
0,0.18,5,7.38924112,"1-2"
0,0.2,9,7.3970308,"1-2"
0,0.22,11,7.404824,"1-2"
0,0.24,13,7.412614,"1-2"
0,0.26,15,7.4204022,"1-2"
0,0.28,16,7.42819376,"1-2"
0,0.3,17,7.4359924,"1-2"
0,0.32,18,7.44380896,"1-2"
0,0.34,19,7.45193796,"1-2"
0,0.36,20,7.46019584,"1-2"
0,0.38,21,7.46845372,"1-2"
0,0.4,22,7.4767124,"1-2"
0,0.42,23,7.48497032,"1-2"
0,0.44,23,7.49322824,"1-2"
0,0.46,24,7.5014844,"1-2"
0,0.48,24,7.50974288,"1-2"
0,0.5,25,7.518013,"1-2"
0,0.52,26,7.52628376,"1-2"
0,0.54,26,7.53468,"1-2"
0,0.56,27,7.543094,"1-2"
0,0.58,27,7.551508,"1-2"
0,0.6,27,7.5599224,"1-2"
0,0.62,28,7.56833648,"1-2"
0,0.64,28,7.57675056,"1-2"
0,0.66,29,7.58516464,"1-2"
0,0.68,29,7.59357816,"1-2"
0,0.7,29,7.6019984,"1-2"
0,0.72,30,7.61044312,"1-2"
0,0.74,30,7.61891212,"1-2"
0,0.76,30,7.62739248,"1-2"
0,0.78,31,7.63586788,"1-2"
0,0.8,31,7.6443428,"1-2"
0,0.82,31,7.65281636,"1-2"
0,0.84,31,7.66129232,"1-2"
0,0.86,32,7.66978196,"1-2"
0,0.88,32,7.67828272,"1-2"
0,0.9,32,7.6867908,"1-2"
0,0.92,33,7.69529104,"1-2"
0,0.94,33,7.70380324,"1-2"
0,0.96,33,7.7123176,"1-2"
0,0.98,33,7.72084152,"1-2"
0,1,33,7.72936,"1-2"
0.02,0,0,7.360006,"1-1"
0.02,0.02,0,7.360011164,"1-1"
0.02,0.04,0,7.360016328,"1-1"
0.02,0.06,0,7.360021492,"1-1"
0.02,0.08,0,7.360026656,"1-1"
0.02,0.1,0,7.364222284,"1-2"
0.02,0.12,0,7.3703933968,"1-2"
0.02,0.14,0,7.3765643896,"1-2"
0.02,0.16,1,7.3827445696,"1-2"
0.02,0.18,5,7.3892686832,"1-2"
0.02,0.2,9,7.397058,"1-2"
0.02,0.22,11,7.4048482968,"1-2"
0.02,0.24,13,7.4126389472,"1-2"
0.02,0.26,15,7.4204303528,"1-2"
0.02,0.28,16,7.4282223984,"1-2"
0.02,0.3,17,7.436019732,"1-2"
0.02,0.32,18,7.4438391472,"1-2"
0.02,0.34,19,7.451967724,"1-2"
0.02,0.36,20,7.460227376,"1-2"
0.02,0.38,21,7.468485908,"1-2"
0.02,0.4,22,7.4767454,"1-2"
0.02,0.42,23,7.485004412,"1-2"
0.02,0.44,23,7.493263424,"1-2"
0.02,0.46,24,7.501521636,"1-2"
0.02,0.48,24,7.509780888,"1-2"
0.02,0.5,25,7.51804646,"1-2"
0.02,0.52,26,7.5263188112,"1-2"
0.02,0.54,26,7.5347196744,"1-2"
0.02,0.56,27,7.5431351216,"1-2"
0.02,0.58,27,7.5515499288,"1-2"
0.02,0.6,27,7.559963136,"1-2"
0.02,0.62,28,7.5683795432,"1-2"
0.02,0.64,28,7.5767943504,"1-2"
0.02,0.66,29,7.5852091576,"1-2"
0.02,0.68,29,7.5936220976,"1-2"
0.02,0.7,29,7.602041956,"1-2"
0.02,0.72,30,7.610486288,"1-2"
0.02,0.74,30,7.6189615192,"1-2"
0.02,0.76,30,7.6274371408,"1-2"
0.02,0.78,31,7.6359130472,"1-2"
0.02,0.8,31,7.644389024,"1-2"
0.02,0.82,31,7.6528643256,"1-2"
0.02,0.84,31,7.6613418672,"1-2"
0.02,0.86,32,7.6698348992,"1-2"
0.02,0.88,32,7.6783363328,"1-2"
0.02,0.9,32,7.686840544,"1-2"
0.02,0.92,33,7.6953443552,"1-2"
0.02,0.94,33,7.703856108,"1-2"
0.02,0.96,33,7.7123723152,"1-2"
0.02,0.98,33,7.72089348,"1-2"
0.02,1,33,7.72941664,"1-2"
0.04,0,0,7.360012,"1-1"
0.04,0.02,0,7.360016328,"1-1"
0.04,0.04,0,7.360020656,"1-1"
0.04,0.06,0,7.360024984,"1-1"
0.04,0.08,0,7.360029312,"1-1"
0.04,0.1,0,7.364237968,"1-2"
0.04,0.12,0,7.3704096736,"1-2"
0.04,0.14,0,7.3765815392,"1-2"
0.04,0.16,1,7.382761648,"1-2"
0.04,0.18,5,7.3892894784,"1-2"
0.04,0.2,9,7.397082736,"1-2"
0.04,0.22,11,7.4048721536,"1-2"
0.04,0.24,13,7.4126634912,"1-2"
0.04,0.26,15,7.4204556048,"1-2"
0.04,0.28,16,7.4282482368,"1-2"
0.04,0.3,17,7.436045216,"1-2"
0.04,0.32,18,7.44386616,"1-2"
0.04,0.34,19,7.451996608,"1-2"
0.04,0.36,20,7.460256272,"1-2"
0.04,0.38,21,7.468516416,"1-2"
0.04,0.4,22,7.476776,"1-2"
0.04,0.42,23,7.485035584,"1-2"
0.04,0.44,23,7.493295168,"1-2"
0.04,0.46,24,7.501554592,"1-2"
0.04,0.48,24,7.509813936,"1-2"
0.04,0.5,25,7.51808088,"1-2"
0.04,0.52,26,7.5263531424,"1-2"
0.04,0.54,26,7.5347544288,"1-2"
0.04,0.56,27,7.5431704032,"1-2"
0.04,0.58,27,7.5515857376,"1-2"
0.04,0.6,27,7.559999472,"1-2"
0.04,0.62,28,7.5684164064,"1-2"
0.04,0.64,28,7.5768317408,"1-2"
0.04,0.66,29,7.5852445152,"1-2"
0.04,0.68,29,7.5936624896,"1-2"
0.04,0.7,29,7.602080912,"1-2"
0.04,0.72,30,7.610525776,"1-2"
0.04,0.74,30,7.6190011184,"1-2"
0.04,0.76,30,7.6274775616,"1-2"
0.04,0.78,31,7.6359540048,"1-2"
0.04,0.8,31,7.644430448,"1-2"
0.04,0.82,31,7.6529068912,"1-2"
0.04,0.84,31,7.6613839744,"1-2"
0.04,0.86,32,7.6698767632,"1-2"
0.04,0.88,32,7.6783797664,"1-2"
0.04,0.9,32,7.686884088,"1-2"
0.04,0.92,33,7.6953889248,"1-2"
0.04,0.94,33,7.703900896,"1-2"
0.04,0.96,33,7.7124175904,"1-2"
0.04,0.98,33,7.72093924,"1-2"
0.04,1,33,7.72946328,"1-2"
0.06,0,0,7.360018,"1-1"
0.06,0.02,0,7.360021492,"1-1"
0.06,0.04,0,7.360024984,"1-1"
0.06,0.06,0,7.360028476,"1-1"
0.06,0.08,0,7.360031968,"1-1"
0.06,0.1,0,7.364253652,"1-2"
0.06,0.12,0,7.3704259504,"1-2"
0.06,0.14,0,7.3765985688,"1-2"
0.06,0.16,1,7.382781952,"1-2"
0.06,0.18,5,7.3893133912,"1-2"
0.06,0.2,9,7.397105904,"1-2"
0.06,0.22,11,7.4048960104,"1-2"
0.06,0.24,13,7.412688448,"1-2"
0.06,0.26,15,7.4204807872,"1-2"
0.06,0.28,16,7.4282738352,"1-2"
0.06,0.3,17,7.436073196,"1-2"
0.06,0.32,18,7.4438931216,"1-2"
0.06,0.34,19,7.452025496,"1-2"
0.06,0.36,20,7.460286288,"1-2"
0.06,0.38,21,7.468546444,"1-2"
0.06,0.4,22,7.4768066,"1-2"
0.06,0.42,23,7.485066756,"1-2"
0.06,0.44,23,7.493326912,"1-2"
0.06,0.46,24,7.501586908,"1-2"
0.06,0.48,24,7.509846824,"1-2"
0.06,0.5,25,7.51811432,"1-2"
0.06,0.52,26,7.5263871536,"1-2"
0.06,0.54,26,7.5347890232,"1-2"
0.06,0.56,27,7.5432056848,"1-2"
0.06,0.58,27,7.5516215464,"1-2"
0.06,0.6,27,7.560037408,"1-2"
0.06,0.62,28,7.5684532696,"1-2"
0.06,0.64,28,7.5768668912,"1-2"
0.06,0.66,29,7.585282436,"1-2"
0.06,0.68,29,7.5936996544,"1-2"
0.06,0.7,29,7.602117612,"1-2"
0.06,0.72,30,7.6105650528,"1-2"
0.06,0.74,30,7.6190410376,"1-2"
0.06,0.76,30,7.6275179824,"1-2"
0.06,0.78,31,7.6359931672,"1-2"
0.06,0.8,31,7.644471872,"1-2"
0.06,0.82,31,7.6529488168,"1-2"
0.06,0.84,31,7.6614264016,"1-2"
0.06,0.86,32,7.6699197248,"1-2"
0.06,0.88,32,7.678423704,"1-2"
0.06,0.9,32,7.686928032,"1-2"
0.06,0.92,33,7.6954333472,"1-2"
0.06,0.94,33,7.703945684,"1-2"
0.06,0.96,33,7.7124628608,"1-2"
0.06,0.98,33,7.720985,"1-2"
0.06,1,33,7.72950992,"1-2"
0.08,0,0,7.360024,"1-1"
0.08,0.02,0,7.360026656,"1-1"
0.08,0.04,0,7.360029312,"1-1"
0.08,0.06,0,7.360031968,"1-1"
0.08,0.08,0,7.360034624,"1-1"
0.08,0.1,0,7.3642692,"1-2"
0.08,0.12,0,7.3704423872,"1-2"
0.08,0.14,0,7.3766150384,"1-2"
0.08,0.16,1,7.3827981984,"1-2"
0.08,0.18,5,7.389337312,"1-2"
0.08,0.2,9,7.397128448,"1-2"
0.08,0.22,11,7.404920272,"1-2"
0.08,0.24,13,7.412712944,"1-2"
0.08,0.26,15,7.4205060896,"1-2"
0.08,0.28,16,7.4282998688,"1-2"
0.08,0.3,17,7.436098728,"1-2"
0.08,0.32,18,7.4439201088,"1-2"
0.08,0.34,19,7.4520550736,"1-2"
0.08,0.36,20,7.460315744,"1-2"
0.08,0.38,21,7.468576472,"1-2"
0.08,0.4,22,7.4768368,"1-2"
0.08,0.42,23,7.485097928,"1-2"
0.08,0.44,23,7.493358656,"1-2"
0.08,0.46,24,7.501619384,"1-2"
0.08,0.48,24,7.509879712,"1-2"
0.08,0.5,25,7.51814684,"1-2"
0.08,0.52,26,7.5264208448,"1-2"
0.08,0.54,26,7.5348237776,"1-2"
0.08,0.56,27,7.5432400064,"1-2"
0.08,0.58,27,7.5516573552,"1-2"
0.08,0.6,27,7.560073744,"1-2"
0.08,0.62,28,7.5684882128,"1-2"
0.08,0.64,28,7.5769065216,"1-2"
0.08,0.66,29,7.5853229104,"1-2"
0.08,0.68,29,7.5937384192,"1-2"
0.08,0.7,29,7.602158824,"1-2"
0.08,0.72,30,7.6106044704,"1-2"
0.08,0.74,30,7.6190796704,"1-2"
0.08,0.76,30,7.6275584032,"1-2"
0.08,0.78,31,7.6360357088,"1-2"
0.08,0.8,31,7.644513296,"1-2"
0.08,0.82,31,7.6529907424,"1-2"
0.08,0.84,31,7.6614685088,"1-2"
0.08,0.86,32,7.669962664,"1-2"
0.08,0.88,32,7.6784656512,"1-2"
0.08,0.9,32,7.686971976,"1-2"
0.08,0.92,33,7.6954771808,"1-2"
0.08,0.94,33,7.703990472,"1-2"
0.08,0.96,33,7.7125081344,"1-2"
0.08,0.98,33,7.72103076,"1-2"
0.08,1,33,7.72955592,"1-2"
0.1,0,0,7.3680202,"2-1"
0.1,0.02,0,7.368025008,"2-1"
0.1,0.04,0,7.368025496,"2-1"
0.1,0.06,0,7.368027396,"2-1"
0.1,0.08,0,7.368116232,"2-1"
0.1,0.1,0,7.3722442,"2-2"
0.1,0.12,0,7.37826764,"2-2"
0.1,0.14,2,7.384293648,"2-2"
0.1,0.16,6,7.39038016,"2-2"
0.1,0.18,8,7.396844164,"2-2"
0.1,0.2,11,7.40445212,"2-2"
0.1,0.22,13,7.412055256,"2-2"
0.1,0.24,14,7.419632624,"2-2"
0.1,0.26,16,7.427260684,"2-2"
0.1,0.28,17,7.434875696,"2-2"
0.1,0.3,18,7.4425188,"2-2"
0.1,0.32,19,7.450195672,"2-2"
0.1,0.34,20,7.458153824,"2-2"
0.1,0.36,21,7.466227224,"2-2"
0.1,0.38,22,7.474293616,"2-2"
0.1,0.4,22,7.48236068,"2-2"
0.1,0.42,23,7.490429548,"2-2"
0.1,0.44,24,7.498499824,"2-2"
0.1,0.46,24,7.506569232,"2-2"
0.1,0.48,25,7.514649976,"2-2"
0.1,0.5,25,7.5227444,"2-2"
0.1,0.52,26,7.530850456,"2-2"
0.1,0.54,26,7.539072304,"2-2"
0.1,0.56,27,7.547297752,"2-2"
0.1,0.58,27,7.555527768,"2-2"
0.1,0.6,28,7.56375712,"2-2"
0.1,0.62,28,7.57198266,"2-2"
0.1,0.64,28,7.580213216,"2-2"
0.1,0.66,29,7.58844368,"2-2"
0.1,0.68,29,7.596675776,"2-2"
0.1,0.7,29,7.6049202,"2-2"
0.1,0.72,30,7.613185624,"2-2"
0.1,0.74,30,7.621481024,"2-2"
0.1,0.76,30,7.6297692,"2-2"
0.1,0.78,31,7.638069248,"2-2"
0.1,0.8,31,7.64636324,"2-2"
0.1,0.82,31,7.65465584,"2-2"
0.1,0.84,32,7.66295828,"2-2"
0.1,0.86,32,7.6712738,"2-2"
0.1,0.88,32,7.679597504,"2-2"
0.1,0.9,32,7.68792092,"2-2"
0.1,0.92,33,7.696250056,"2-2"
0.1,0.94,33,7.704586488,"2-2"
0.1,0.96,33,7.712927048,"2-2"
0.1,0.98,33,7.72128166,"2-2"
0.1,1,33,7.7297166,"1-2"
0.12,0,0,7.3772608,"2-1"
0.12,0.02,0,7.3772622032,"2-1"
0.12,0.04,0,7.3772660352,"2-1"
0.12,0.06,0,7.377269096,"2-1"
0.12,0.08,0,7.3773800832,"2-1"
0.12,0.1,0,7.381510592,"2-2"
0.12,0.12,4,7.3876025056,"2-2"
0.12,0.14,7,7.393669368,"2-2"
0.12,0.16,9,7.3997693888,"2-2"
0.12,0.18,11,7.4062048032,"2-2"
0.12,0.2,13,7.413851328,"2-2"
0.12,0.22,15,7.4215849328,"2-2"
0.12,0.24,16,7.429198768,"2-2"
0.12,0.26,17,7.436842464,"2-2"
0.12,0.28,18,7.4444717568,"2-2"
0.12,0.3,19,7.452150152,"2-2"
0.12,0.32,20,7.4598842368,"2-2"
0.12,0.34,21,7.4679083472,"2-2"
0.12,0.36,22,7.4759980288,"2-2"
0.12,0.38,23,7.4841243712,"2-2"
0.12,0.4,23,7.492229808,"2-2"
0.12,0.42,24,7.5003392992,"2-2"
0.12,0.44,24,7.508418256,"2-2"
0.12,0.46,25,7.5165593024,"2-2"
0.12,0.48,25,7.52466576,"2-2"
0.12,0.5,26,7.53280756,"2-2"
0.12,0.52,26,7.5409400448,"2-2"
0.12,0.54,27,7.5492280288,"2-2"
0.12,0.56,27,7.5575020608,"2-2"
0.12,0.58,28,7.5657689088,"2-2"
0.12,0.6,28,7.574038128,"2-2"
0.12,0.62,28,7.5823096432,"2-2"
0.12,0.64,29,7.5905574112,"2-2"
0.12,0.66,29,7.598857624,"2-2"
0.12,0.68,30,7.6071330752,"2-2"
0.12,0.7,30,7.61542172,"2-2"
0.12,0.72,30,7.623734848,"2-2"
0.12,0.74,30,7.6320732208,"2-2"
0.12,0.76,31,7.640411824,"2-2"
0.12,0.78,31,7.6487437904,"2-2"
0.12,0.8,31,7.65707312,"2-2"
0.12,0.82,32,7.6654257824,"2-2"
0.12,0.84,32,7.6737652768,"2-2"
0.12,0.86,32,7.6821357536,"2-2"
0.12,0.88,32,7.6905008064,"2-2"
0.12,0.9,33,7.698866664,"2-2"
0.12,0.92,33,7.7072477824,"2-2"
0.12,0.94,33,7.7156336592,"2-2"
0.12,0.96,33,7.7240232864,"2-2"
0.12,0.98,34,7.7324181984,"2-2"
0.12,1,34,7.74082736,"2-2"
0.14,0,4,7.38650116,"2-1"
0.14,0.02,4,7.3865268952,"2-1"
0.14,0.04,4,7.3865282336,"2-1"
0.14,0.06,4,7.3865344864,"2-1"
0.14,0.08,4,7.3866640416,"2-1"
0.14,0.1,6,7.390875552,"2-2"
0.14,0.12,9,7.3969976384,"2-2"
0.14,0.14,11,7.4030234496,"2-2"
0.14,0.16,12,7.4091803024,"2-2"
0.14,0.18,14,7.415785656,"2-2"
0.14,0.2,15,7.42310236,"2-2"
0.14,0.22,17,7.431131664,"2-2"
0.14,0.24,18,7.4387366752,"2-2"
0.14,0.26,19,7.4463673304,"2-2"
0.14,0.28,20,7.4541273216,"2-2"
0.14,0.3,20,7.461812256,"2-2"
0.14,0.32,21,7.4696136336,"2-2"
0.14,0.34,22,7.4776858512,"2-2"
0.14,0.36,23,7.4858007472,"2-2"
0.14,0.38,23,7.4939025416,"2-2"
0.14,0.4,24,7.502051224,"2-2"
0.14,0.42,24,7.5101875024,"2-2"
0.14,0.44,25,7.5183913328,"2-2"
0.14,0.46,26,7.5265134136,"2-2"
0.14,0.48,26,7.534656248,"2-2"
0.14,0.5,26,7.54289822,"2-2"
0.14,0.52,27,7.5510811136,"2-2"
0.14,0.54,27,7.5594045192,"2-2"
0.14,0.56,28,7.5676569888,"2-2"
0.14,0.58,28,7.576013088,"2-2"
0.14,0.6,29,7.584339104,"2-2"
0.14,0.62,29,7.5926236792,"2-2"
0.14,0.64,29,7.6009527632,"2-2"
0.14,0.66,30,7.6092559,"2-2"
0.14,0.68,30,7.6175823312,"2-2"
0.14,0.7,30,7.625913104,"2-2"
0.14,0.72,31,7.6342653488,"2-2"
0.14,0.74,31,7.642636556,"2-2"
0.14,0.76,31,7.6510506576,"2-2"
0.14,0.78,31,7.6594158712,"2-2"
0.14,0.8,32,7.667812728,"2-2"
0.14,0.82,32,7.6761997312,"2-2"
0.14,0.84,32,7.6845949536,"2-2"
0.14,0.86,32,7.6929945888,"2-2"
0.14,0.88,33,7.7014065424,"2-2"
0.14,0.9,33,7.709834884,"2-2"
0.14,0.92,33,7.7182545904,"2-2"
0.14,0.94,33,7.7266893776,"2-2"
0.14,0.96,34,7.735121056,"2-2"
0.14,0.98,34,7.7435664024,"2-2"
0.14,1,34,7.75202056,"2-2"
0.16,0,8,7.3958564,"2-1"
0.16,0.02,8,7.395904328,"2-1"
0.16,0.04,8,7.3959104384,"2-1"
0.16,0.06,8,7.3959059616,"2-1"
0.16,0.08,8,7.3960963712,"2-1"
0.16,0.1,10,7.400427864,"2-2"
0.16,0.12,11,7.406370624,"2-2"
0.16,0.14,13,7.4125406912,"2-2"
0.16,0.16,14,7.4184306752,"2-2"
0.16,0.18,16,7.4253882176,"2-2"
0.16,0.2,17,7.432827456,"2-2"
0.16,0.22,18,7.4407642832,"2-2"
0.16,0.24,19,7.4484585376,"2-2"
0.16,0.26,20,7.4560697984,"2-2"
0.16,0.28,21,7.4638448384,"2-2"
0.16,0.3,21,7.471636528,"2-2"
0.16,0.32,22,7.4794130912,"2-2"
0.16,0.34,23,7.4875272784,"2-2"
0.16,0.36,23,7.495705088,"2-2"
0.16,0.38,24,7.5038983328,"2-2"
0.16,0.4,25,7.512069424,"2-2"
0.16,0.42,25,7.5202450832,"2-2"
0.16,0.44,26,7.5284196256,"2-2"
0.16,0.46,26,7.5366105232,"2-2"
0.16,0.48,27,7.5448048544,"2-2"
0.16,0.5,27,7.5530138,"2-2"
0.16,0.52,27,7.5612703776,"2-2"
0.16,0.54,28,7.5696148656,"2-2"
0.16,0.56,28,7.5779687744,"2-2"
0.16,0.58,29,7.5863137872,"2-2"
0.16,0.6,29,7.594667696,"2-2"
0.16,0.62,29,7.6030232528,"2-2"
0.16,0.64,30,7.6113699008,"2-2"
0.16,0.66,30,7.6197323216,"2-2"
0.16,0.68,30,7.6280992928,"2-2"
0.16,0.7,31,7.63647088,"2-2"
0.16,0.72,31,7.6448784384,"2-2"
0.16,0.74,31,7.6532978736,"2-2"
0.16,0.76,31,7.6617257792,"2-2"
0.16,0.78,32,7.6701498768,"2-2"
0.16,0.8,32,7.678569152,"2-2"
0.16,0.82,32,7.687002272,"2-2"
0.16,0.84,33,7.695440288,"2-2"
0.16,0.86,33,7.7038911456,"2-2"
0.16,0.88,33,7.7123536576,"2-2"
0.16,0.9,33,7.720812784,"2-2"
0.16,0.92,33,7.7292745152,"2-2"
0.16,0.94,34,7.737753936,"2-2"
0.16,0.96,34,7.7462279232,"2-2"
0.16,0.98,34,7.7547166016,"2-2"
0.16,1,34,7.76322072,"2-2"
0.18,0,12,7.40700572,"2-1"
0.18,0.02,12,7.4070836072,"2-1"
0.18,0.04,12,7.4070931504,"2-1"
0.18,0.06,12,7.4070958896,"2-1"
0.18,0.08,12,7.4073319472,"2-1"
0.18,0.1,13,7.411611016,"2-2"
0.18,0.12,14,7.417541776,"2-2"
0.18,0.14,15,7.4235841288,"2-2"
0.18,0.16,16,7.4294206512,"2-2"
0.18,0.18,17,7.436364016,"2-2"
0.18,0.2,18,7.444302536,"2-2"
0.18,0.22,19,7.4515453312,"2-2"
0.18,0.24,20,7.4591396192,"2-2"
0.18,0.26,21,7.4667390424,"2-2"
0.18,0.28,22,7.4746258592,"2-2"
0.18,0.3,22,7.482057412,"2-2"
0.18,0.32,23,7.4898836976,"2-2"
0.18,0.34,24,7.4979973064,"2-2"
0.18,0.36,24,7.5061653456,"2-2"
0.18,0.38,25,7.514339688,"2-2"
0.18,0.4,25,7.522686552,"2-2"
0.18,0.42,26,7.530677568,"2-2"
0.18,0.44,26,7.5389507744,"2-2"
0.18,0.46,27,7.5470532296,"2-2"
0.18,0.48,27,7.5553476864,"2-2"
0.18,0.5,28,7.56347056,"2-2"
0.18,0.52,28,7.5717772736,"2-2"
0.18,0.54,28,7.58013188,"2-2"
0.18,0.56,29,7.5885090688,"2-2"
0.18,0.58,29,7.5968721776,"2-2"
0.18,0.6,29,7.605247488,"2-2"
0.18,0.62,30,7.6136195128,"2-2"
0.18,0.64,30,7.6219951808,"2-2"
0.18,0.66,30,7.630379064,"2-2"
0.18,0.68,31,7.6387643312,"2-2"
0.18,0.7,31,7.647180076,"2-2"
0.18,0.72,31,7.655618464,"2-2"
0.18,0.74,32,7.6640740216,"2-2"
0.18,0.76,32,7.6725292528,"2-2"
0.18,0.78,32,7.680976872,"2-2"
0.18,0.8,32,7.689437744,"2-2"
0.18,0.82,33,7.6979061432,"2-2"
0.18,0.84,33,7.7063719936,"2-2"
0.18,0.86,33,7.7148591272,"2-2"
0.18,0.88,33,7.7233575488,"2-2"
0.18,0.9,34,7.731856316,"2-2"
0.18,0.92,34,7.740355576,"2-2"
0.18,0.94,34,7.7488682816,"2-2"
0.18,0.96,34,7.7573917088,"2-2"
0.18,0.98,34,7.7659191272,"2-2"
0.18,1,35,7.77446492,"2-2"
0.2,0,14,7.4194768,"2-1"
0.2,0.02,14,7.419483248,"2-1"
0.2,0.04,14,7.419490448,"2-1"
0.2,0.06,15,7.420186056,"2-1"
0.2,0.08,15,7.419753344,"2-1"
0.2,0.1,15,7.42406992,"2-2"
0.2,0.12,16,7.430205808,"2-2"
0.2,0.14,17,7.436804952,"2-2"
0.2,0.16,18,7.442385872,"2-2"
0.2,0.18,19,7.449057456,"2-2"
0.2,0.2,20,7.45673888,"2-2"
0.2,0.22,21,7.46439164,"2-2"
0.2,0.24,21,7.472033312,"2-2"
0.2,0.26,22,7.479697264,"2-2"
0.2,0.28,23,7.487344592,"2-2"
0.2,0.3,23,7.49505084,"2-2"
0.2,0.32,24,7.50298744,"2-2"
0.2,0.34,25,7.510959736,"2-2"
0.2,0.36,25,7.519099168,"2-2"
0.2,0.38,26,7.527244544,"2-2"
0.2,0.4,26,7.53538392,"2-2"
0.2,0.42,27,7.543522688,"2-2"
0.2,0.44,27,7.551668368,"2-2"
0.2,0.46,27,7.55982544,"2-2"
0.2,0.48,28,7.56798336,"2-2"
0.2,0.5,28,7.5761972,"2-2"
0.2,0.52,29,7.584424816,"2-2"
0.2,0.54,29,7.5927224,"2-2"
0.2,0.56,29,7.601034144,"2-2"
0.2,0.58,30,7.609365512,"2-2"
0.2,0.6,30,7.61768376,"2-2"
0.2,0.62,30,7.626003544,"2-2"
0.2,0.64,31,7.634327872,"2-2"
0.2,0.66,31,7.64265204,"2-2"
0.2,0.68,31,7.650991168,"2-2"
0.2,0.7,31,7.65934432,"2-2"
0.2,0.72,32,7.667706272,"2-2"
0.2,0.74,32,7.676111992,"2-2"
0.2,0.76,32,7.684679792,"2-2"
0.2,0.78,32,7.69291556,"2-2"
0.2,0.8,33,7.70130568,"2-2"
0.2,0.82,33,7.70970964,"2-2"
0.2,0.84,33,7.71828392,"2-2"
0.2,0.86,33,7.726563856,"2-2"
0.2,0.88,34,7.734997888,"2-2"
0.2,0.9,34,7.74343028,"2-2"
0.2,0.92,34,7.751861872,"2-2"
0.2,0.94,34,7.760332048,"2-2"
0.2,0.96,34,7.768801296,"2-2"
0.2,0.98,35,7.77733664,"2-2"
0.2,1,35,7.7859188,"2-2"
0.22,0,17,7.43233096,"2-1"
0.22,0.02,17,7.4323384816,"2-1"
0.22,0.04,17,7.4323396032,"2-1"
0.22,0.06,17,7.4323407512,"2-1"
0.22,0.08,17,7.4338260128,"2-1"
0.22,0.1,18,7.438230516,"2-2"
0.22,0.12,18,7.4442418544,"2-2"
0.22,0.14,19,7.450253488,"2-2"
0.22,0.16,20,7.4553199632,"2-2"
0.22,0.18,20,7.4620836792,"2-2"
0.22,0.2,21,7.470852712,"2-2"
0.22,0.22,22,7.4777326432,"2-2"
0.22,0.24,23,7.4850110096,"2-2"
0.22,0.26,23,7.4930636992,"2-2"
0.22,0.28,24,7.5018479504,"2-2"
0.22,0.3,24,7.509126476,"2-2"
0.22,0.32,25,7.517034464,"2-2"
0.22,0.34,25,7.5249714872,"2-2"
0.22,0.36,26,7.5335543056,"2-2"
0.22,0.38,26,7.5412662728,"2-2"
0.22,0.4,27,7.549416024,"2-2"
0.22,0.42,27,7.5574606384,"2-2"
0.22,0.44,28,7.5651145536,"2-2"
0.22,0.46,28,7.5733123448,"2-2"
0.22,0.48,28,7.582333504,"2-2"
0.22,0.5,29,7.59025966,"2-2"
0.22,0.52,29,7.5980960128,"2-2"
0.22,0.54,30,7.6073224248,"2-2"
0.22,0.56,30,7.6149997216,"2-2"
0.22,0.58,30,7.6239757816,"2-2"
0.22,0.6,30,7.632789712,"2-2"
0.22,0.62,31,7.6399926424,"2-2"
0.22,0.64,31,7.6483713232,"2-2"
0.22,0.66,31,7.6576370088,"2-2"
0.22,0.68,32,7.6651572992,"2-2"
0.22,0.7,32,7.673577492,"2-2"
0.22,0.72,32,7.6820125456,"2-2"
0.22,0.74,32,7.6904729112,"2-2"
0.22,0.76,33,7.6998337008,"2-2"
0.22,0.78,33,7.7073912032,"2-2"
0.22,0.8,33,7.715846536,"2-2"
0.22,0.82,33,7.7243156152,"2-2"
0.22,0.84,34,7.7335414288,"2-2"
0.22,0.86,34,7.74218426,"2-2"
0.22,0.88,34,7.7497899872,"2-2"
0.22,0.9,34,7.75829134,"2-2"
0.22,0.92,34,7.767470056,"2-2"
0.22,0.94,35,7.7753190712,"2-2"
0.22,0.96,35,7.7838466464,"2-2"
0.22,0.98,35,7.7923808872,"2-2"
0.22,1,35,7.80093668,"2-2"
0.24,0,19,7.44582432,"2-1"
0.24,0.02,19,7.4458321168,"2-1"
0.24,0.04,19,7.4467374624,"2-1"
0.24,0.06,19,7.4458343264,"2-1"
0.24,0.08,19,7.4461972832,"2-1"
0.24,0.1,19,7.45157852,"2-2"
0.24,0.12,20,7.4567382912,"2-2"
0.24,0.14,21,7.4627694992,"2-2"
0.24,0.16,21,7.4692120448,"2-2"
0.24,0.18,22,7.475908792,"2-2"
0.24,0.2,22,7.483563856,"2-2"
0.24,0.22,23,7.491464688,"2-2"
0.24,0.24,24,7.4989658336,"2-2"
0.24,0.26,24,7.5067725168,"2-2"
0.24,0.28,25,7.514438784,"2-2"
0.24,0.3,25,7.52216144,"2-2"
0.24,0.32,26,7.5304805696,"2-2"
0.24,0.34,26,7.539341616,"2-2"
