"belief_benef_low","belief_benef_high","max_invest","value_AM_infty","policy"
0.94,0.88,44,8.4094845984,"2-2"
0.94,0.9,44,8.420588996,"2-2"
0.94,0.92,44,8.4317247104,"2-2"
0.94,0.94,44,8.4429033984,"2-2"
0.94,0.96,44,8.4540808928,"2-2"
0.94,0.98,44,8.4652991224,"2-2"
0.94,1,44,8.47657648,"2-2"
0.96,0,39,8.01397648,"2-1"
0.96,0.02,39,8.0140056304,"2-1"
0.96,0.04,39,8.0140247104,"2-1"
0.96,0.06,39,8.0140426512,"2-1"
0.96,0.08,39,8.0171293248,"2-2"
0.96,0.1,39,8.024263056,"2-2"
0.96,0.12,39,8.0314181376,"2-2"
0.96,0.14,39,8.0386271312,"2-2"
0.96,0.16,39,8.0472779648,"2-2"
0.96,0.18,40,8.0568472816,"2-2"
0.96,0.2,40,8.066436928,"2-2"
0.96,0.22,40,8.0760285904,"2-2"
0.96,0.24,40,8.085624736,"2-2"
0.96,0.26,40,8.0952357856,"2-2"
0.96,0.28,40,8.104915216,"2-2"
0.96,0.3,40,8.115295016,"2-2"
0.96,0.32,41,8.1257884256,"2-2"
0.96,0.34,41,8.1362850128,"2-2"
0.96,0.36,41,8.1467786848,"2-2"
0.96,0.38,41,8.1572784416,"2-2"
0.96,0.4,41,8.167777648,"2-2"
0.96,0.42,41,8.1782848592,"2-2"
0.96,0.44,41,8.1887892096,"2-2"
0.96,0.46,41,8.199347776,"2-2"
0.96,0.48,42,8.2100281632,"2-2"
0.96,0.5,42,8.22091304,"2-2"
0.96,0.52,42,8.2318000224,"2-2"
0.96,0.54,42,8.2426851584,"2-2"
0.96,0.56,42,8.253568432,"2-2"
0.96,0.58,42,8.2644564048,"2-2"
0.96,0.6,42,8.275334384,"2-2"
0.96,0.62,42,8.2862304944,"2-2"
0.96,0.64,42,8.2971251776,"2-2"
0.96,0.66,43,8.3080430944,"2-2"
0.96,0.68,43,8.3190413024,"2-2"
0.96,0.7,43,8.33012084,"2-2"
0.96,0.72,43,8.3412024576,"2-2"
0.96,0.74,43,8.3522889056,"2-2"
0.96,0.76,43,8.363369616,"2-2"
0.96,0.78,43,8.3744523216,"2-2"
0.96,0.8,43,8.385531936,"2-2"
0.96,0.82,43,8.3966395392,"2-2"
0.96,0.84,44,8.4078219552,"2-2"
0.96,0.86,44,8.4190224256,"2-2"
0.96,0.88,44,8.4302144288,"2-2"
0.96,0.9,44,8.441417968,"2-2"
0.96,0.92,44,8.4526514496,"2-2"
0.96,0.94,44,8.4639174432,"2-2"
0.96,0.96,44,8.475188064,"2-2"
0.96,0.98,44,8.4865112912,"2-2"
0.96,1,44,8.49788552,"2-2"
0.98,0,39,8.03154172,"2-1"
0.98,0.02,39,8.031573492,"2-1"
0.98,0.04,39,8.031592584,"2-1"
0.98,0.06,39,8.031611556,"2-1"
0.98,0.08,39,8.034822144,"2-2"
0.98,0.1,39,8.042003344,"2-2"
0.98,0.12,40,8.04920384,"2-2"
0.98,0.14,40,8.0564531816,"2-2"
0.98,0.16,40,8.0651945696,"2-2"
0.98,0.18,40,8.0748454368,"2-2"
0.98,0.2,40,8.084500288,"2-2"
0.98,0.22,40,8.09416138,"2-2"
0.98,0.24,40,8.1038276208,"2-2"
0.98,0.26,40,8.113506088,"2-2"
0.98,0.28,41,8.1232531856,"2-2"
0.98,0.3,41,8.133730596,"2-2"
0.98,0.32,41,8.1443032624,"2-2"
0.98,0.34,41,8.1548827336,"2-2"
0.98,0.36,41,8.1654610528,"2-2"
0.98,0.38,41,8.1760383752,"2-2"
0.98,0.4,41,8.18661916,"2-2"
0.98,0.42,41,8.1972055136,"2-2"
0.98,0.44,42,8.2077946224,"2-2"
0.98,0.46,42,8.2184280704,"2-2"
0.98,0.48,42,8.2291967216,"2-2"
0.98,0.5,42,8.24016578,"2-2"
0.98,0.52,42,8.25113772,"2-2"
0.98,0.54,42,8.2621109624,"2-2"
0.98,0.56,42,8.273088976,"2-2"
0.98,0.58,42,8.2840601824,"2-2"
0.98,0.6,42,8.295036808,"2-2"
0.98,0.62,43,8.306015248,"2-2"
0.98,0.64,43,8.3169905552,"2-2"
0.98,0.66,43,8.327999804,"2-2"
0.98,0.68,43,8.3390910352,"2-2"
0.98,0.7,43,8.350255876,"2-2"
0.98,0.72,43,8.3614310112,"2-2"
0.98,0.74,43,8.3726020104,"2-2"
0.98,0.76,43,8.3837741792,"2-2"
0.98,0.78,43,8.3949452632,"2-2"
0.98,0.8,44,8.406118208,"2-2"
0.98,0.82,44,8.4173095832,"2-2"
0.98,0.84,44,8.4285959328,"2-2"
0.98,0.86,44,8.4398842024,"2-2"
0.98,0.88,44,8.4511723056,"2-2"
0.98,0.9,44,8.462458264,"2-2"
0.98,0.92,44,8.4737824832,"2-2"
0.98,0.94,44,8.4851431944,"2-2"
0.98,0.96,44,8.4965129712,"2-2"
0.98,0.98,44,8.507929684,"2-2"
0.98,1,45,8.51939524,"2-2"
1,0,40,8.049468,"2-1"
1,0.02,40,8.04949088,"2-1"
1,0.04,40,8.04951176,"2-1"
1,0.06,40,8.04953264,"2-1"
1,0.08,40,8.05287712,"2-2"
1,0.1,40,8.060113,"2-2"
1,0.12,40,8.06735536,"2-2"
1,0.14,40,8.07464612,"2-2"
1,0.16,40,8.0834884,"2-2"
1,0.18,40,8.09321864,"2-2"
1,0.2,40,8.102948,"2-2"
1,0.22,40,8.1126778,"2-2"
1,0.24,40,8.12241352,"2-2"
1,0.26,41,8.13216616,"2-2"
1,0.28,41,8.14198928,"2-2"
1,0.3,41,8.152557,"2-2"
1,0.32,41,8.1632212,"2-2"
1,0.34,41,8.1738854,"2-2"
1,0.36,41,8.1845496,"2-2"
1,0.38,41,8.1952138,"2-2"
1,0.4,41,8.2058796,"2-2"
1,0.42,42,8.21654984,"2-2"
1,0.44,42,8.22722632,"2-2"
1,0.46,42,8.23794136,"2-2"
1,0.48,42,8.24880536,"2-2"
1,0.5,42,8.259867,"2-2"
1,0.52,42,8.27093264,"2-2"
1,0.54,42,8.28199652,"2-2"
1,0.56,42,8.29306288,"2-2"
1,0.58,43,8.30412656,"2-2"
1,0.6,43,8.3151912,"2-2"
1,0.62,43,8.32625924,"2-2"
1,0.64,43,8.33733352,"2-2"
1,0.66,43,8.34842808,"2-2"
1,0.68,43,8.3596144,"2-2"
1,0.7,43,8.37088,"2-2"
1,0.72,43,8.38214536,"2-2"
1,0.74,43,8.39341112,"2-2"
1,0.76,44,8.40467768,"2-2"
1,0.78,44,8.4159424,"2-2"
1,0.8,44,8.4272148,"2-2"
1,0.82,44,8.4385028,"2-2"
1,0.84,44,8.44987576,"2-2"
1,0.86,44,8.46125692,"2-2"
1,0.88,44,8.47264048,"2-2"
1,0.9,44,8.4840234,"2-2"
1,0.92,44,8.4954444,"2-2"
1,0.94,44,8.50690048,"2-2"
1,0.96,45,8.51836816,"2-2"
1,0.98,45,8.52987448,"2-2"
1,1,45,8.541432,"2-2"
