"1-1",83,0.8,0.4
"1-2",218,0.8,0.4
"2-1",729,0.8,0.4
"2-2",1571,0.8,0.4
"1-1",65,0.8,0.5
"1-2",217,0.8,0.5
"2-1",600,0.8,0.5
"2-2",1719,0.8,0.5
"1-1",50,0.8,0.6
"1-2",229,0.8,0.6
"2-1",437,0.8,0.6
"2-2",1885,0.8,0.6
"1-1",35,0.8,0.7
"1-2",232,0.8,0.7
"2-1",312,0.8,0.7
"2-2",2022,0.8,0.7
"1-1",25,0.8,0.8
"1-2",231,0.8,0.8
"2-1",220,0.8,0.8
"2-2",2125,0.8,0.8
"1-1",12,0.8,0.9
"1-2",238,0.8,0.9
"2-1",109,0.8,0.9
"2-2",2242,0.8,0.9
"1-1",170,0.9,0.1
"1-2",27,0.9,0.1
"2-1",1947,0.9,0.1
"2-2",457,0.9,0.1
"1-1",81,0.9,0.2
"1-2",90,0.9,0.2
"2-1",1258,0.9,0.2
"2-2",1172,0.9,0.2
"1-1",63,0.9,0.3
"1-2",97,0.9,0.3
"2-1",987,0.9,0.3
"2-2",1454,0.9,0.3
"1-1",51,0.9,0.4
"1-2",102,0.9,0.4
"2-1",796,0.9,0.4
"2-2",1652,0.9,0.4
"1-1",42,0.9,0.5
"1-2",111,0.9,0.5
"2-1",654,0.9,0.5
"2-2",1794,0.9,0.5
"1-1",22,0.9,0.6
"1-2",117,0.9,0.6
"2-1",494,0.9,0.6
"2-2",1968,0.9,0.6
"1-1",16,0.9,0.7
"1-2",118,0.9,0.7
"2-1",370,0.9,0.7
"2-2",2097,0.9,0.7
"1-1",10,0.9,0.8
"1-2",122,0.9,0.8
"2-1",263,0.9,0.8
"2-2",2206,0.9,0.8
"1-1",6,0.9,0.9
"1-2",115,0.9,0.9
"2-1",128,0.9,0.9
"2-2",2352,0.9,0.9
